index,d__Bacteria;p__Firmicutes,d__Bacteria;p__Actinobacteriota,d__Archaea;p__Crenarchaeota,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Chloroflexi,d__Bacteria;p__Verrucomicrobiota,d__Bacteria;p__Acidobacteriota,d__Bacteria;p__Methylomirabilota,d__Bacteria;p__Nitrospirota,d__Bacteria;p__Gemmatimonadota,d__Bacteria;p__Planctomycetota,d__Bacteria;p__Myxococcota,d__Bacteria;p__Cyanobacteria,d__Bacteria;p__Desulfobacterota,d__Bacteria;p__MBNT15,d__Archaea;p__Halobacterota,d__Archaea;p__Euryarchaeota,d__Bacteria;p__Bacteroidota,d__Bacteria;p__Deinococcota,d__Bacteria;__,d__Bacteria;p__RCP2-54,d__Bacteria;p__Bdellovibrionota,d__Bacteria;p__WPS-2,d__Bacteria;p__Spirochaetota,d__Bacteria;p__Armatimonadota,d__Bacteria;p__Fibrobacterota,d__Bacteria;p__Latescibacterota,d__Bacteria;p__Entotheonellaeota,d__Bacteria;p__Sva0485,d__Bacteria;p__Halanaerobiaeota,d__Bacteria;p__Patescibacteria,d__Bacteria;p__NB1-j,d__Bacteria;p__Dadabacteria,d__Bacteria;p__GAL15,d__Bacteria;p__Nitrospinota,d__Archaea;p__Nanoarchaeota,d__Bacteria;p__Elusimicrobiota,d__Bacteria;p__Dependentiae,Unassigned;__,d__Bacteria;p__FCPU426,d__Bacteria;p__Zixibacteria,d__Archaea;p__Thermoplasmatota,d__Bacteria;p__SAR324_clade(Marine_group_B),d__Bacteria;p__Deferrisomatota,d__Bacteria;p__Sumerlaeota,d__Bacteria;p__WS4,d__Bacteria;p__WS2,d__Bacteria;p__TX1A-33,d__Bacteria;p__TA06,d__Bacteria;p__Abditibacteriota,d__Bacteria;p__WS1,d__Bacteria;p__Hydrogenedentes,d__Bacteria;p__LCP-89,d__Bacteria;p__Campylobacterota,d__Eukaryota;p__Phragmoplastophyta,d__Archaea;p__Aenigmarchaeota,d__Bacteria;p__WOR-1,d__Archaea;p__Micrarchaeota,d__Archaea;p__Altiarchaeota,d__Bacteria;p__Fusobacteriota,d__Archaea;__,d__Bacteria;p__DTB120,d__Eukaryota;__,d__Bacteria;p__Cloacimonadota,d__Bacteria;p__Acetothermia,d__Bacteria;p__Modulibacteria,d__Bacteria;p__Margulisbacteria,d__Bacteria;p__PAUC34f,d__Bacteria;p__Firestonebacteria,d__Bacteria;p__NKB15,d__Eukaryota;p__Microsporidia,d__Archaea;p__Asgardarchaeota,d__Eukaryota;p__Cnidaria,d__Archaea;p__Iainarchaeota,d__Bacteria;p__uncultured,d__Archaea;p__Hadarchaeota,asv-id,Hojo,crop-id,year,pref,crop,date,lati,long,latlng1d,SoilTypeID,SoilTypeID2
2020-Hojo-H-61_S41,1432.0,14127.0,1345.0,15674.0,22293.0,2954.0,10874.0,668.0,878.0,1827.0,2905.0,3006.0,988.0,2040.0,1068.0,262.0,101.0,3546.0,0.0,2092.0,0.0,253.0,0.0,132.0,610.0,59.0,569.0,183.0,250.0,0.0,415.0,176.0,6.0,19.0,503.0,39.0,97.0,50.0,4.0,0.0,246.0,3.0,0.0,162.0,39.0,10.0,36.0,0.0,18.0,0.0,14.0,32.0,33.0,0.0,0.0,2.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-H-61,Hojo,091_20_Hyog_Rice,20.0,Hyog,Rice,2020/10/26,35.080458,135.331272,1.16369,F1z1p2,F1z1p2
2020-Hojo-H-62_S42,2556.0,15818.0,393.0,20216.0,12731.0,3288.0,13446.0,1110.0,934.0,1346.0,3497.0,4108.0,756.0,1529.0,535.0,311.0,88.0,1875.0,0.0,1506.0,41.0,212.0,0.0,112.0,517.0,78.0,209.0,29.0,302.0,0.0,65.0,69.0,80.0,0.0,26.0,0.0,101.0,47.0,4.0,18.0,23.0,0.0,14.0,21.0,21.0,0.0,0.0,8.0,7.0,2.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-H-62,Hojo,092_20_Hyog_Rice,20.0,Hyog,Rice,2020/10/26,35.079205,135.329763,1.16173,F1z1t1,F1z1t1
2020-Hojo-H-63_S43,2639.0,7506.0,131.0,11746.0,6824.0,1647.0,7525.0,571.0,629.0,668.0,1561.0,2001.0,369.0,1500.0,581.0,132.0,39.0,1014.0,0.0,950.0,29.0,158.0,0.0,53.0,105.0,68.0,162.0,6.0,422.0,0.0,38.0,31.0,61.0,0.0,40.0,0.0,28.0,45.0,0.0,32.0,26.0,0.0,9.0,14.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-H-63,Hojo,093_20_Hyog_Rice,20.0,Hyog,Rice,2020/10/26,35.082702,135.319483,1.15648,F1z1t1,F1z1t1
2020-Hojo-H-64_S44,3449.0,16686.0,458.0,23603.0,12751.0,4284.0,15863.0,1719.0,865.0,2878.0,4241.0,5089.0,601.0,2221.0,751.0,209.0,155.0,3611.0,0.0,2308.0,65.0,305.0,6.0,95.0,708.0,20.0,977.0,40.0,229.0,4.0,104.0,302.0,104.0,0.0,23.0,5.0,88.0,92.0,10.0,5.0,23.0,9.0,24.0,43.0,43.0,36.0,8.0,0.0,5.0,7.0,16.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-H-64,Hojo,094_20_Hyog_Rice,20.0,Hyog,Rice,2020/10/26,35.083551,135.318846,1.15658,F1z1t1,F1z1t1
2020-Hojo-H-65_S45,1043.0,4263.0,90.0,4755.0,3126.0,888.0,3899.0,271.0,262.0,541.0,510.0,1034.0,188.0,646.0,194.0,26.0,14.0,645.0,0.0,354.0,15.0,82.0,0.0,22.0,132.0,16.0,63.0,17.0,195.0,0.0,8.0,0.0,14.0,0.0,24.0,0.0,0.0,10.0,0.0,6.0,15.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-H-65,Hojo,095_20_Hyog_Rice,20.0,Hyog,Rice,2020/10/26,35.083278,135.316209,1.15445,F1z1t1,F1z1t1
2020-Hojo-H-66_S46,3005.0,15681.0,313.0,18432.0,11769.0,3085.0,15011.0,1407.0,657.0,1755.0,4094.0,3661.0,445.0,1195.0,275.0,234.0,55.0,1661.0,0.0,1276.0,70.0,331.0,32.0,55.0,543.0,50.0,400.0,41.0,233.0,0.0,60.0,39.0,82.0,0.0,22.0,5.0,144.0,58.0,7.0,13.0,17.0,0.0,12.0,49.0,32.0,9.0,0.0,0.0,0.0,3.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-H-66,Hojo,096_20_Hyog_Rice,20.0,Hyog,Rice,2020/10/26,35.085555,135.316808,1.15643,F1z1t1,F1z1t1
2020-Hojo-H-67_S47,4493.0,13810.0,284.0,19757.0,12751.0,2783.0,14315.0,529.0,766.0,1454.0,4456.0,4538.0,1200.0,2341.0,523.0,488.0,160.0,2056.0,0.0,1290.0,125.0,232.0,155.0,282.0,572.0,99.0,400.0,9.0,444.0,0.0,232.0,21.0,59.0,4.0,29.0,12.0,85.0,56.0,18.0,26.0,90.0,8.0,16.0,35.0,50.0,34.0,10.0,12.0,25.0,4.0,19.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2020-Hojo-H-67,Hojo,097_20_Hyog_Rice,20.0,Hyog,Rice,2020/10/26,35.076051,135.270735,1.11597,F2a2t1,F2a2t1
2020-Hojo-H-68_S48,4218.0,21220.0,377.0,24202.0,14400.0,4043.0,18103.0,1253.0,569.0,1640.0,5201.0,4657.0,1321.0,1158.0,442.0,157.0,158.0,1487.0,0.0,1527.0,133.0,323.0,31.0,90.0,632.0,67.0,413.0,22.0,230.0,0.0,131.0,43.0,54.0,0.0,31.0,6.0,101.0,49.0,12.0,3.0,17.0,7.0,10.0,19.0,25.0,15.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-H-68,Hojo,098_20_Hyog_Rice,20.0,Hyog,Rice,2020/10/26,35.074066,135.270513,1.11447,F2a2t1,F2a2t1
2020-Hojo-H-69_S49,6327.0,15506.0,650.0,21932.0,11506.0,3955.0,19653.0,1218.0,563.0,1503.0,5963.0,4523.0,834.0,1598.0,327.0,186.0,154.0,1755.0,0.0,1565.0,335.0,183.0,164.0,75.0,733.0,42.0,644.0,11.0,259.0,0.0,97.0,9.0,44.0,0.0,17.0,10.0,126.0,69.0,8.0,23.0,18.0,12.0,7.0,11.0,27.0,0.0,0.0,0.0,3.0,5.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-H-69,Hojo,099_20_Hyog_Rice,20.0,Hyog,Rice,2020/10/26,35.072978,135.270342,1.11361,F1z1p2,F1z1p2
2020-Hojo-H-70_S50,3016.0,16049.0,640.0,37716.0,28016.0,4441.0,25042.0,967.0,1854.0,1448.0,9865.0,4932.0,2152.0,2706.0,1091.0,519.0,170.0,1845.0,0.0,1892.0,394.0,482.0,546.0,159.0,815.0,130.0,547.0,0.0,779.0,0.0,105.0,68.0,169.0,0.0,34.0,15.0,139.0,140.0,37.0,47.0,56.0,28.0,16.0,46.0,42.0,38.0,7.0,0.0,10.0,0.0,21.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-H-70,Hojo,100_20_Hyog_Rice,20.0,Hyog,Rice,2020/10/26,35.072741,135.275029,1.11691,F1z1p2,F5z1p2
2020-Hojo-M-01_S51,27812.0,32904.0,3016.0,37056.0,18449.0,2240.0,17905.0,966.0,1096.0,6000.0,6429.0,5408.0,624.0,404.0,140.0,11.0,0.0,2860.0,0.0,1759.0,91.0,968.0,240.0,6.0,1079.0,30.0,353.0,0.0,0.0,61.0,296.0,74.0,25.0,165.0,0.0,11.0,95.0,250.0,59.0,43.0,5.0,17.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-M-01,Hojo,121_20_Miyz_Spin,20.0,Miyz,Spin,2020/8/31,32.04075,130.78232,-4.24616,D6c1v2,D6c1v2
2020-Hojo-M-02_S52,19567.0,33553.0,2725.0,34601.0,18763.0,2540.0,22760.0,528.0,876.0,5128.0,6941.0,6740.0,853.0,1142.0,66.0,3.0,0.0,1845.0,7.0,1327.0,124.0,891.0,338.0,22.0,1138.0,6.0,222.0,17.0,0.0,76.0,310.0,69.0,15.0,85.0,0.0,6.0,39.0,107.0,36.0,52.0,18.0,9.0,58.0,7.0,19.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-M-02,Hojo,122_20_Miyz_Spin,20.0,Miyz,Spin,2020/8/31,32.05298,130.77767,-4.24136,F1z1p2,F1z1p2
2020-Hojo-M-03_S53,18042.0,31844.0,2015.0,39133.0,17855.0,3083.0,22977.0,1783.0,1079.0,4197.0,8114.0,6670.0,405.0,272.0,272.0,0.0,0.0,2284.0,61.0,2448.0,144.0,748.0,458.0,27.0,1383.0,41.0,327.0,84.0,0.0,36.0,177.0,148.0,12.0,262.0,0.0,5.0,104.0,169.0,32.0,13.0,6.0,0.0,40.0,0.0,27.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-M-03,Hojo,123_20_Miyz_Spin,20.0,Miyz,Spin,2020/8/31,32.05065,130.78297,-4.23901,D6z1v3,D6z1v3
2020-Hojo-M-04_S54,23967.0,32728.0,1450.0,28841.0,18471.0,2873.0,17798.0,377.0,676.0,3731.0,7349.0,4679.0,757.0,482.0,52.0,0.0,0.0,1552.0,0.0,1436.0,275.0,862.0,685.0,15.0,938.0,24.0,39.0,0.0,0.0,39.0,349.0,6.0,0.0,63.0,0.0,2.0,123.0,196.0,41.0,67.0,17.0,11.0,5.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-M-04,Hojo,124_20_Miyz_Spin,20.0,Miyz,Spin,2020/8/31,32.0581,130.77705,-4.23837,F1z1p2,F1z1p2
2020-Hojo-M-05_S55,18131.0,29528.0,3238.0,37723.0,20245.0,2960.0,24089.0,1275.0,1187.0,5003.0,9042.0,6251.0,379.0,245.0,171.0,0.0,0.0,2071.0,16.0,2214.0,188.0,963.0,761.0,19.0,1143.0,48.0,308.0,64.0,0.0,87.0,222.0,60.0,5.0,136.0,0.0,5.0,72.0,211.0,37.0,61.0,26.0,5.0,51.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2020-Hojo-M-05,Hojo,125_20_Miyz_Spin,20.0,Miyz,Spin,2020/8/31,32.0507,130.78242,-4.23939,F3z1t4,D6z1v3
2020-Hojo-M-06_S56,11331.0,22093.0,2077.0,29750.0,14445.0,2843.0,18204.0,1212.0,885.0,3362.0,6757.0,5846.0,1343.0,264.0,171.0,3.0,0.0,2263.0,29.0,1934.0,107.0,858.0,439.0,19.0,1015.0,33.0,343.0,72.0,0.0,0.0,115.0,96.0,11.0,127.0,0.0,5.0,88.0,109.0,11.0,13.0,28.0,4.0,51.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-M-06,Hojo,126_20_Miyz_Spin,20.0,Miyz,Spin,2020/8/31,32.05023,130.78207,-4.23996,F3z1t4,D6z1v3
2020-Hojo-M-07_S57,18075.0,32235.0,4523.0,40276.0,27458.0,3647.0,30862.0,1324.0,1460.0,5233.0,11433.0,6620.0,320.0,496.0,231.0,5.0,0.0,2103.0,12.0,2964.0,226.0,1100.0,1321.0,23.0,1944.0,33.0,224.0,21.0,0.0,182.0,274.0,68.0,0.0,116.0,0.0,9.0,175.0,141.0,42.0,38.0,16.0,8.0,42.0,0.0,12.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-M-07,Hojo,127_20_Miyz_Spin,20.0,Miyz,Spin,2020/8/31,32.04976,130.78187,-4.24043,F3z1t4,D6z1v3
2020-Hojo-M-08_S58,15054.0,26561.0,2524.0,30461.0,17621.0,3017.0,22373.0,1038.0,896.0,3960.0,8023.0,5138.0,502.0,369.0,159.0,0.0,0.0,1905.0,7.0,2149.0,160.0,1065.0,775.0,17.0,1425.0,9.0,221.0,75.0,0.0,44.0,209.0,66.0,3.0,232.0,0.0,2.0,90.0,90.0,36.0,23.0,17.0,10.0,40.0,0.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-M-08,Hojo,128_20_Miyz_Spin,20.0,Miyz,Spin,2020/8/31,32.0474,130.78339,-4.24089,F3z1t4,D6h1v3
2020-Hojo-M-09_S59,15916.0,33470.0,4083.0,42232.0,25675.0,4779.0,30077.0,2117.0,1412.0,6608.0,12663.0,6931.0,640.0,404.0,199.0,0.0,0.0,2813.0,19.0,3489.0,173.0,1219.0,1058.0,24.0,1972.0,11.0,497.0,93.0,0.0,57.0,244.0,92.0,4.0,218.0,0.0,7.0,169.0,192.0,26.0,39.0,22.0,15.0,79.0,0.0,10.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-M-09,Hojo,129_20_Miyz_Spin,20.0,Miyz,Spin,2020/8/31,32.04777,130.78433,-4.23995,F3z1t4,D6z1v3
2020-Hojo-M-10_S60,16283.0,26172.0,2712.0,40001.0,23404.0,3606.0,24363.0,728.0,707.0,3907.0,9098.0,7116.0,1130.0,525.0,190.0,0.0,0.0,2445.0,24.0,2271.0,318.0,980.0,1072.0,27.0,1396.0,35.0,186.0,20.0,0.0,27.0,282.0,48.0,10.0,131.0,0.0,10.0,134.0,222.0,35.0,48.0,32.0,4.0,75.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2020-Hojo-M-10,Hojo,130_20_Miyz_Spin,20.0,Miyz,Spin,2020/8/31,32.05103,130.78223,-4.2393,F3z1t4,D6z1v3
2020-Hojo-N-01_S11,62536.0,44867.0,2058.0,69072.0,44629.0,6128.0,26461.0,1363.0,6283.0,1754.0,22257.0,18658.0,25284.0,5368.0,1364.0,1941.0,2334.0,5046.0,0.0,3508.0,187.0,2121.0,10.0,626.0,838.0,882.0,523.0,0.0,629.0,0.0,1105.0,306.0,71.0,0.0,233.0,149.0,270.0,394.0,64.0,68.0,33.0,36.0,31.0,89.0,70.0,59.0,0.0,11.0,27.0,0.0,17.0,15.0,0.0,4.0,0.0,5.0,12.0,4.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-N-01,Hojo,021_20_Niig_Rice,20.0,Niig,Rice,2020/10/6,37.14961,138.849785,5.15818,H1z1p1,H1z1p2
2020-Hojo-N-02_S12,28403.0,33628.0,754.0,55036.0,22128.0,3277.0,18760.0,1181.0,2751.0,1035.0,15653.0,6708.0,5178.0,2492.0,954.0,518.0,391.0,2679.0,0.0,1943.0,148.0,1017.0,31.0,386.0,379.0,215.0,279.0,0.0,655.0,7.0,280.0,353.0,65.0,0.0,117.0,39.0,125.0,315.0,22.0,21.0,13.0,12.0,38.0,19.0,12.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-N-02,Hojo,022_20_Niig_Rice,20.0,Niig,Rice,2020/10/6,37.152747,138.845886,5.15741,H1z1p1,NA
2020-Hojo-N-03_S13,13729.0,6483.0,66.0,11797.0,3418.0,675.0,2929.0,93.0,1257.0,132.0,1299.0,2424.0,1702.0,895.0,196.0,200.0,389.0,973.0,0.0,427.0,33.0,289.0,0.0,143.0,52.0,161.0,41.0,0.0,150.0,0.0,100.0,62.0,4.0,0.0,56.0,9.0,46.0,99.0,12.0,30.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-N-03,Hojo,023_20_Niig_Rice,20.0,Niig,Rice,2020/10/6,37.154517,138.84661,5.15914,H1z1p1,NA
2020-Hojo-N-04_S14,19573.0,18393.0,544.0,40984.0,21338.0,2897.0,19465.0,803.0,1885.0,1189.0,9035.0,8890.0,2891.0,2315.0,692.0,364.0,262.0,2572.0,0.0,1701.0,281.0,767.0,133.0,175.0,436.0,182.0,314.0,0.0,211.0,9.0,189.0,82.0,95.0,0.0,44.0,30.0,263.0,196.0,32.0,15.0,4.0,18.0,30.0,48.0,53.0,0.0,0.0,10.0,0.0,0.0,22.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-N-04,Hojo,024_20_Niig_Rice,20.0,Niig,Rice,2020/10/6,37.164272,138.732878,5.08163,D5c1y1,D5c1y1
2020-Hojo-N-05_S15,20036.0,13040.0,396.0,31603.0,17602.0,1835.0,13502.0,406.0,1773.0,1130.0,6086.0,6470.0,2545.0,2086.0,641.0,393.0,321.0,1798.0,7.0,1242.0,135.0,878.0,70.0,228.0,344.0,240.0,89.0,0.0,382.0,0.0,210.0,24.0,45.0,0.0,64.0,27.0,127.0,127.0,26.0,27.0,0.0,4.0,17.0,46.0,50.0,19.0,0.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-Hojo-N-05,Hojo,025_20_Niig_Rice,20.0,Niig,Rice,2020/10/6,37.164741,138.732893,5.08196,D5c1y1,D5c1y1
2020-Hojo-N-06_S16,33642.0,19203.0,563.0,35342.0,20002.0,2010.0,12638.0,676.0,2909.0,432.0,7451.0,7133.0,4457.0,2780.0,755.0,618.0,544.0,2197.0,0.0,1453.0,167.0,887.0,7.0,314.0,360.0,574.0,176.0,0.0,237.0,10.0,283.0,66.0,72.0,0.0,39.0,24.0,110.0,160.0,19.0,43.0,16.0,15.0,9.0,41.0,20.0,24.0,0.0,8.0,12.0,3.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-Hojo-N-06,Hojo,026_20_Niig_Rice,20.0,Niig,Rice,2020/10/6,37.11299,138.735671,5.04916,D3z1x4,D3z1x4
2020-Hojo-N-07_S17,7759.0,11358.0,367.0,22346.0,15170.0,1719.0,10756.0,588.0,1241.0,769.0,6671.0,3518.0,1537.0,1254.0,493.0,401.0,300.0,1314.0,0.0,1139.0,174.0,620.0,0.0,124.0,298.0,95.0,195.0,0.0,248.0,0.0,133.0,67.0,45.0,0.0,25.0,21.0,153.0,167.0,9.0,19.0,6.0,17.0,15.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-N-07,Hojo,027_20_Niig_Rice,20.0,Niig,Rice,2020/10/6,37.11299,138.735671,5.04916,D3z1x4,D3z1x4
2020-Hojo-N-08_S18,16572.0,11390.0,345.0,26319.0,10868.0,1714.0,8377.0,366.0,840.0,468.0,6016.0,4973.0,2631.0,1163.0,432.0,581.0,176.0,998.0,0.0,1177.0,146.0,838.0,0.0,93.0,323.0,322.0,167.0,0.0,169.0,6.0,97.0,7.0,48.0,0.0,33.0,4.0,63.0,107.0,4.0,37.0,6.0,3.0,18.0,24.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-N-08,Hojo,028_20_Niig_Rice,20.0,Niig,Rice,2020/10/6,37.11299,138.735671,5.04916,D3z1x4,D3z1x4
2020-Hojo-N-09_S19,13689.0,14287.0,562.0,25697.0,23691.0,2534.0,8859.0,671.0,2244.0,837.0,4368.0,4863.0,3476.0,2168.0,966.0,465.0,186.0,1446.0,0.0,1925.0,264.0,439.0,7.0,163.0,545.0,292.0,323.0,0.0,420.0,0.0,157.0,26.0,104.0,0.0,53.0,26.0,153.0,85.0,13.0,39.0,11.0,12.0,7.0,35.0,17.0,31.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-N-09,Hojo,029_20_Niig_Rice,20.0,Niig,Rice,2020/10/6,37.11299,138.735671,5.04916,D3z1x4,D3z1x4
2020-Hojo-N-10_S20,8388.0,19341.0,231.0,22274.0,23630.0,2688.0,9591.0,742.0,1306.0,1337.0,3478.0,4736.0,1469.0,1636.0,759.0,277.0,102.0,3527.0,0.0,1637.0,102.0,377.0,10.0,93.0,1008.0,105.0,653.0,16.0,198.0,0.0,450.0,238.0,77.0,0.0,106.0,4.0,81.0,48.0,20.0,19.0,35.0,0.0,8.0,29.0,34.0,26.0,7.0,10.0,4.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2020-Hojo-N-10,Hojo,030_20_Niig_Rice,20.0,Niig,Rice,2020/10/6,37.11299,138.735671,5.04916,D3z1x4,D3z1x4
