index,d__Bacteria;p__Firmicutes,d__Bacteria;p__Actinobacteriota,d__Archaea;p__Crenarchaeota,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Chloroflexi,d__Bacteria;p__Verrucomicrobiota,d__Bacteria;p__Acidobacteriota,d__Bacteria;p__Methylomirabilota,d__Bacteria;p__Nitrospirota,d__Bacteria;p__Gemmatimonadota,d__Bacteria;p__Planctomycetota,d__Bacteria;p__Myxococcota,d__Bacteria;p__Cyanobacteria,d__Bacteria;p__Desulfobacterota,d__Bacteria;p__MBNT15,d__Archaea;p__Halobacterota,d__Archaea;p__Euryarchaeota,d__Bacteria;p__Bacteroidota,d__Bacteria;p__Deinococcota,d__Bacteria;__,d__Bacteria;p__RCP2-54,d__Bacteria;p__Bdellovibrionota,d__Bacteria;p__WPS-2,d__Bacteria;p__Spirochaetota,d__Bacteria;p__Armatimonadota,d__Bacteria;p__Fibrobacterota,d__Bacteria;p__Latescibacterota,d__Bacteria;p__Entotheonellaeota,d__Bacteria;p__Sva0485,d__Bacteria;p__Halanaerobiaeota,d__Bacteria;p__Patescibacteria,d__Bacteria;p__NB1-j,d__Bacteria;p__Dadabacteria,d__Bacteria;p__GAL15,d__Bacteria;p__Nitrospinota,d__Archaea;p__Nanoarchaeota,d__Bacteria;p__Elusimicrobiota,d__Bacteria;p__Dependentiae,Unassigned;__,d__Bacteria;p__FCPU426,d__Bacteria;p__Zixibacteria,d__Archaea;p__Thermoplasmatota,d__Bacteria;p__SAR324_clade(Marine_group_B),d__Bacteria;p__Deferrisomatota,d__Bacteria;p__Sumerlaeota,d__Bacteria;p__WS4,d__Bacteria;p__WS2,d__Bacteria;p__TX1A-33,d__Bacteria;p__TA06,d__Bacteria;p__Abditibacteriota,d__Bacteria;p__WS1,d__Bacteria;p__Hydrogenedentes,d__Bacteria;p__LCP-89,d__Bacteria;p__Campylobacterota,d__Eukaryota;p__Phragmoplastophyta,d__Archaea;p__Aenigmarchaeota,d__Bacteria;p__WOR-1,d__Archaea;p__Micrarchaeota,d__Archaea;p__Altiarchaeota,d__Bacteria;p__Fusobacteriota,d__Archaea;__,d__Bacteria;p__DTB120,d__Eukaryota;__,d__Bacteria;p__Cloacimonadota,d__Bacteria;p__Acetothermia,d__Bacteria;p__Modulibacteria,d__Bacteria;p__Margulisbacteria,d__Bacteria;p__PAUC34f,d__Bacteria;p__Firestonebacteria,d__Bacteria;p__NKB15,d__Eukaryota;p__Microsporidia,d__Archaea;p__Asgardarchaeota,d__Eukaryota;p__Cnidaria,d__Archaea;p__Iainarchaeota,d__Bacteria;p__uncultured,d__Archaea;p__Hadarchaeota,asv-id,Hojo,crop-id,year,pref,crop,date,lati,long,latlng1d,SoilTypeID,SoilTypeID2
2020-Hojo-NA-01_S61,26403.0,52715.0,2372.0,51207.0,22155.0,6334.0,34646.0,1749.0,1364.0,6514.0,10385.0,9878.0,1321.0,1793.0,171.0,210.0,248.0,7277.0,0.0,2916.0,0.0,1971.0,0.0,38.0,1805.0,203.0,1143.0,55.0,0.0,0.0,453.0,302.0,0.0,6.0,0.0,22.0,345.0,116.0,30.0,0.0,23.0,29.0,30.0,24.0,75.0,105.0,12.0,18.0,0.0,39.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-NA-01,Hojo,061_20_Naga_Barl,20.0,Naga,Barl,2020/9/11,36.32951,137.89791,3.90223,F3h3t3,F3z1t2
2020-Hojo-NA-02_S62,6737.0,39327.0,887.0,37051.0,14978.0,5476.0,26303.0,842.0,902.0,4446.0,8250.0,6188.0,774.0,148.0,68.0,0.0,4.0,3397.0,4.0,1455.0,94.0,1073.0,162.0,3.0,1004.0,50.0,612.0,15.0,0.0,0.0,286.0,8.0,0.0,0.0,0.0,0.0,185.0,105.0,28.0,0.0,0.0,0.0,14.0,0.0,42.0,0.0,22.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-NA-02,Hojo,062_20_Naga_Barl,20.0,Naga,Barl,2020/9/11,36.32021,137.89396,3.89304,F3z1t2,NA
2020-Hojo-NA-03_S63,28142.0,19102.0,1532.0,27311.0,11633.0,2256.0,15963.0,1123.0,715.0,2735.0,3957.0,5936.0,867.0,1130.0,225.0,28.0,118.0,3344.0,0.0,2171.0,0.0,718.0,7.0,33.0,689.0,70.0,847.0,123.0,0.0,0.0,378.0,495.0,3.0,14.0,13.0,18.0,121.0,71.0,37.0,0.0,17.0,7.0,17.0,85.0,83.0,33.0,10.0,4.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-NA-03,Hojo,063_20_Naga_Onio,20.0,Naga,Onio,2020/9/11,36.32831,137.90048,3.90332,F3z1p2,F4z1p2
2020-Hojo-NA-04_S64,32562.0,53417.0,2504.0,46352.0,17516.0,3881.0,31283.0,271.0,356.0,4946.0,12744.0,8859.0,2612.0,418.0,70.0,657.0,758.0,2166.0,11.0,1667.0,210.0,2288.0,1651.0,16.0,937.0,87.0,58.0,0.0,51.0,0.0,1107.0,14.0,0.0,0.0,0.0,2.0,105.0,126.0,74.0,23.0,0.0,9.0,0.0,0.0,7.0,20.0,0.0,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2020-Hojo-NA-04,Hojo,064_20_Naga_Onio,20.0,Naga,Onio,2020/9/11,36.32861,137.89916,3.90254,F3z1p2,F3z1p2
2020-Hojo-NA-05_S65,8962.0,29428.0,287.0,21279.0,7288.0,1850.0,14749.0,87.0,129.0,2449.0,3428.0,3295.0,744.0,328.0,0.0,328.0,225.0,959.0,0.0,550.0,62.0,475.0,812.0,8.0,396.0,31.0,0.0,0.0,20.0,0.0,423.0,6.0,0.0,0.0,0.0,0.0,45.0,3.0,22.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2020-Hojo-NA-05,Hojo,065_20_Naga_Onio,20.0,Naga,Onio,2020/9/11,36.32823,137.8993,3.90239,F3z1p2,F4z1p2
2020-Hojo-NA-06_S66,9785.0,23303.0,232.0,21731.0,6096.0,1346.0,13813.0,69.0,91.0,2211.0,3619.0,3048.0,1158.0,253.0,11.0,318.0,228.0,1167.0,6.0,617.0,40.0,698.0,1198.0,8.0,476.0,61.0,0.0,0.0,7.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,51.0,20.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-NA-06,Hojo,066_20_Naga_Onio,20.0,Naga,Onio,2020/9/11,36.32668,137.89999,3.90186,F4z1p2,F4z1p2
2020-Hojo-NA-07_S67,7533.0,37519.0,1349.0,26461.0,10890.0,3563.0,16978.0,566.0,466.0,3975.0,5814.0,4134.0,550.0,322.0,45.0,330.0,234.0,2094.0,0.0,1080.0,28.0,732.0,24.0,0.0,837.0,44.0,140.0,25.0,35.0,0.0,253.0,46.0,0.0,0.0,0.0,6.0,95.0,70.0,18.0,0.0,0.0,0.0,5.0,0.0,34.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-NA-07,Hojo,067_20_Naga_Pump,20.0,Naga,Pump,2020/9/11,36.31915,137.89359,3.89205,F3z1t2,NA
2020-Hojo-NA-08_S68,8472.0,27703.0,348.0,25342.0,20354.0,3111.0,18109.0,701.0,819.0,2982.0,3679.0,6106.0,1846.0,1691.0,437.0,491.0,329.0,4168.0,0.0,1798.0,18.0,431.0,0.0,174.0,917.0,126.0,559.0,6.0,149.0,0.0,291.0,99.0,0.0,0.0,266.0,36.0,164.0,33.0,19.0,0.0,69.0,5.0,21.0,46.0,52.0,28.0,9.0,16.0,14.0,4.0,14.0,12.0,16.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-NA-08,Hojo,068_20_Naga_Rice,20.0,Naga,Rice,2020/10/4,36.32857,137.85663,3.87108,F4z1p2,F4z1p2
2020-Hojo-NA-09_S69,728.0,3785.0,14.0,2638.0,1452.0,180.0,1637.0,36.0,96.0,168.0,141.0,608.0,126.0,235.0,51.0,17.0,23.0,344.0,0.0,135.0,0.0,63.0,0.0,0.0,73.0,33.0,27.0,0.0,49.0,0.0,25.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-NA-09,Hojo,069_20_Naga_Rice,20.0,Naga,Rice,2020/10/4,36.32832,137.85644,3.87077,F4z1p2,F4z1p2
2020-Hojo-NA-10_S70,5315.0,32396.0,423.0,33193.0,27386.0,3128.0,20076.0,460.0,1343.0,3096.0,3431.0,6505.0,2668.0,2334.0,497.0,813.0,934.0,5949.0,2.0,1787.0,0.0,494.0,7.0,255.0,723.0,131.0,549.0,0.0,359.0,0.0,591.0,77.0,0.0,4.0,214.0,61.0,150.0,74.0,18.0,6.0,46.0,18.0,38.0,27.0,31.0,20.0,12.0,17.0,41.0,6.0,24.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,2.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-NA-10,Hojo,070_20_Naga_Rice,20.0,Naga,Rice,2020/10/4,36.32806,137.85669,3.87078,F4z1p2,F4z1p2
2020-Hojo-S-1_S21,13830.0,29250.0,3907.0,21293.0,11293.0,1401.0,12740.0,1178.0,722.0,4987.0,3404.0,3166.0,202.0,79.0,14.0,0.0,0.0,950.0,7.0,1173.0,0.0,377.0,0.0,0.0,922.0,7.0,553.0,87.0,0.0,20.0,79.0,157.0,4.0,0.0,0.0,0.0,15.0,29.0,8.0,0.0,5.0,0.0,21.0,0.0,16.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-S-1,Hojo,041_20_Sait_Carr,20.0,Sait,Carr,2020/9/9,36.14433,139.22183,4.75623,D6z1v4,D6z1v4
2020-Hojo-S-10_S30,87017.0,38948.0,1628.0,22266.0,75147.0,2852.0,11134.0,527.0,343.0,10523.0,7073.0,4747.0,11459.0,184.0,5.0,173.0,51.0,1585.0,16110.0,3338.0,14.0,173.0,0.0,5.0,2369.0,3.0,0.0,0.0,0.0,25.0,942.0,435.0,0.0,0.0,0.0,0.0,0.0,150.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-S-10,Hojo,042_20_Sait_Eggp,20.0,Sait,Eggp,2020/9/9,36.14525,139.22162,4.75669,D2h1v4,D2h1v4
2020-Hojo-S-2_S22,41705.0,33806.0,4766.0,39945.0,7115.0,755.0,2081.0,271.0,67.0,12652.0,1540.0,1560.0,44.0,47.0,10.0,0.0,0.0,4818.0,1330.0,912.0,0.0,405.0,0.0,0.0,216.0,0.0,14.0,5.0,0.0,15.0,1427.0,10.0,0.0,0.0,0.0,0.0,0.0,49.0,25.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-S-2,Hojo,043_20_Sait_Carr,20.0,Sait,Carr,2020/9/9,36.14498,139.222,4.75679,D6z1v4,D6z1v4
2020-Hojo-S-3_S23,11595.0,35633.0,4236.0,24216.0,13420.0,1378.0,11875.0,601.0,738.0,6326.0,4048.0,3720.0,1295.0,20.0,1.0,0.0,0.0,1171.0,173.0,1482.0,0.0,609.0,0.0,0.0,1108.0,20.0,367.0,111.0,0.0,26.0,215.0,35.0,0.0,0.0,0.0,0.0,37.0,118.0,20.0,0.0,0.0,9.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-S-3,Hojo,044_20_Sait_Broc,20.0,Sait,Broc,2020/9/9,36.14456,139.22136,4.75604,D2h1v4,D2h1v4
2020-Hojo-S-4_S24,16466.0,30158.0,3352.0,25327.0,11633.0,1317.0,10303.0,515.0,530.0,5839.0,3542.0,3785.0,188.0,85.0,35.0,0.0,0.0,1525.0,19.0,843.0,18.0,398.0,4.0,8.0,861.0,0.0,397.0,21.0,0.0,30.0,170.0,85.0,0.0,8.0,0.0,0.0,66.0,45.0,11.0,0.0,0.0,3.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-S-4,Hojo,045_20_Sait_Broc,20.0,Sait,Broc,2020/9/9,36.14476,139.21796,4.75366,D6z1v4,NA
2020-Hojo-S-5_S25,16465.0,50771.0,10733.0,29912.0,15814.0,2529.0,14939.0,1196.0,917.0,6552.0,5282.0,4461.0,286.0,62.0,13.0,3.0,0.0,1792.0,0.0,1433.0,20.0,723.0,0.0,0.0,1341.0,14.0,385.0,69.0,0.0,18.0,137.0,175.0,0.0,0.0,0.0,2.0,26.0,49.0,8.0,9.0,3.0,0.0,0.0,0.0,22.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-S-5,Hojo,046_20_Sait_Burd,20.0,Sait,Burd,2020/9/8,36.24158,139.24461,4.83856,F4h3t4,F5z1y1
2020-Hojo-S-6_S26,74278.0,56157.0,4680.0,51592.0,21254.0,3609.0,23789.0,2899.0,1473.0,10991.0,8989.0,9205.0,1755.0,866.0,9.0,0.0,0.0,5767.0,32.0,3735.0,0.0,1212.0,0.0,15.0,2162.0,14.0,1232.0,249.0,0.0,0.0,570.0,207.0,3.0,26.0,0.0,0.0,57.0,231.0,21.0,0.0,22.0,5.0,20.0,0.0,83.0,0.0,4.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-S-6,Hojo,047_20_Sait_Burd,20.0,Sait,Burd,2020/9/8,36.24169,139.25251,4.84447,F3z1t1,F3z1t1
2020-Hojo-S-7_S27,89488.0,38200.0,2211.0,45110.0,17689.0,3987.0,15991.0,747.0,601.0,25039.0,6397.0,6946.0,3073.0,205.0,0.0,0.0,0.0,3882.0,60.0,1264.0,0.0,1683.0,0.0,3.0,3882.0,18.0,68.0,30.0,0.0,0.0,1817.0,0.0,0.0,0.0,0.0,11.0,70.0,175.0,368.0,0.0,0.0,31.0,14.0,0.0,71.0,0.0,20.0,57.0,0.0,87.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-S-7,Hojo,048_20_Sait_Yama,20.0,Sait,Yama,2020/9/4,36.20856,139.25225,4.82197,F3z1t1,F3z1t1
2020-Hojo-S-8_S28,55001.0,24945.0,1255.0,24525.0,20147.0,949.0,12487.0,0.0,57.0,10823.0,2180.0,3115.0,4880.0,0.0,0.0,0.0,0.0,600.0,19.0,1296.0,0.0,1273.0,1925.0,0.0,1080.0,6.0,0.0,0.0,0.0,7.0,390.0,0.0,0.0,0.0,0.0,0.0,67.0,19.0,132.0,27.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-Hojo-S-8,Hojo,049_20_Sait_Yama,20.0,Sait,Yama,2020/9/4,36.17028,139.23887,4.7863,D6z1v4,NA
2020-Hojo-S-9_S29,93335.0,45083.0,6782.0,53822.0,32979.0,3710.0,19313.0,506.0,738.0,34167.0,7313.0,6993.0,7879.0,0.0,0.0,0.0,0.0,3808.0,126.0,1590.0,0.0,2206.0,9.0,19.0,1845.0,57.0,74.0,0.0,0.0,62.0,4233.0,4.0,0.0,0.0,0.0,4.0,141.0,129.0,87.0,0.0,0.0,119.0,36.0,0.0,54.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2020-Hojo-S-9,Hojo,050_20_Sait_Stra,20.0,Sait,Stra,2020/9/6,36.2305,139.23021,4.82045,F4z1t1,NA
2021-Hojo-001_S1,4012.0,24472.0,3087.0,32338.0,17733.0,5850.0,22750.0,183.0,524.0,4768.0,15716.0,5847.0,2951.0,142.0,16.0,1083.0,635.0,5189.0,26.0,1276.0,176.0,1258.0,1074.0,5.0,1278.0,101.0,122.0,0.0,0.0,0.0,535.0,10.0,0.0,0.0,0.0,16.0,128.0,103.0,131.0,0.0,0.0,17.0,8.0,0.0,11.0,0.0,6.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hojo-001,Hojo,131_21_Akit_Edam,21.0,Akit,Edam,2021/4/21,40.04752,140.01768,7.97309,F2a1t1,F2a1t1
2021-Hojo-002_S2,12331.0,35971.0,3093.0,35609.0,25329.0,7463.0,19395.0,272.0,956.0,4248.0,15910.0,7554.0,7274.0,891.0,70.0,1362.0,645.0,6632.0,27.0,1737.0,94.0,913.0,20.0,28.0,1049.0,133.0,567.0,0.0,22.0,9.0,451.0,44.0,6.0,0.0,0.0,5.0,116.0,70.0,127.0,16.0,0.0,5.0,0.0,6.0,45.0,0.0,19.0,16.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hojo-002,Hojo,132_21_Akit_Edam,21.0,Akit,Edam,2021/4/21,40.2887,140.59456,8.56196,F2a1t1,F2a1t1
2021-Hojo-003_S3,9420.0,21669.0,2643.0,28787.0,10278.0,6636.0,12572.0,208.0,705.0,4015.0,11699.0,5816.0,2912.0,84.0,5.0,274.0,210.0,6624.0,17.0,924.0,55.0,1126.0,12.0,4.0,766.0,97.0,248.0,25.0,0.0,0.0,216.0,53.0,0.0,0.0,0.0,3.0,135.0,51.0,55.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hojo-003,Hojo,133_21_Akit_Edam,21.0,Akit,Edam,2021/4/21,40.28496,140.58007,8.54873,F1z1p2,F1z1p2
2021-Hojo-004_S4,5091.0,27059.0,2405.0,30831.0,10999.0,7007.0,15968.0,72.0,568.0,5127.0,14619.0,5280.0,2946.0,66.0,12.0,611.0,87.0,6067.0,48.0,1004.0,211.0,959.0,253.0,5.0,1193.0,31.0,162.0,0.0,0.0,0.0,264.0,21.0,0.0,0.0,0.0,4.0,30.0,46.0,98.0,0.0,0.0,2.0,0.0,0.0,53.0,12.0,12.0,5.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hojo-004,Hojo,134_21_Akit_Edam,21.0,Akit,Edam,2021/4/21,40.28739,140.57882,8.54945,F1z1p2,F1z1p2
2021-Hojo-005_S5,2644.0,28381.0,3589.0,37941.0,25877.0,6432.0,29204.0,59.0,597.0,5554.0,17750.0,5770.0,1573.0,130.0,0.0,869.0,297.0,4482.0,37.0,1594.0,297.0,1465.0,2589.0,2.0,1707.0,55.0,85.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,188.0,89.0,99.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hojo-005,Hojo,135_21_Akit_Edam,21.0,Akit,Edam,2021/4/21,40.29592,140.58084,8.55668,D3d2p2,NA
2021-Hojo-006_S6,7959.0,35031.0,3330.0,41632.0,18319.0,8481.0,19287.0,124.0,1253.0,7017.0,18202.0,6745.0,5269.0,174.0,0.0,432.0,116.0,7072.0,38.0,1695.0,203.0,1276.0,90.0,3.0,1871.0,52.0,274.0,0.0,0.0,0.0,378.0,26.0,0.0,0.0,0.0,7.0,116.0,39.0,207.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,17.0,0.0,0.0,56.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hojo-006,Hojo,136_21_Akit_Soyb,21.0,Akit,Soyb,2021/4/21,40.28691,140.58607,8.55448,F2,F2a1t1
2021-Hojo-007_S7,4418.0,16821.0,7240.0,24843.0,47969.0,3058.0,14716.0,102.0,384.0,1876.0,16541.0,3599.0,3469.0,0.0,0.0,0.0,0.0,1580.0,39.0,4492.0,493.0,969.0,5385.0,0.0,1919.0,12.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,153.0,0.0,0.0,148.0,502.0,90.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Hojo-007,Hojo,137_21_Akit_Soyb,21.0,Akit,Soyb,2021/4/21,40.31706,140.56971,8.56269,D6z1v3,NA
2021-Hojo-008_S8,4875.0,16977.0,1909.0,24340.0,8899.0,5757.0,10884.0,143.0,445.0,2081.0,12821.0,4225.0,3409.0,350.0,11.0,213.0,148.0,3556.0,8.0,742.0,61.0,703.0,80.0,6.0,681.0,39.0,76.0,24.0,0.0,0.0,115.0,15.0,6.0,0.0,0.0,0.0,69.0,63.0,62.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hojo-008,Hojo,138_21_Akit_Soyb,21.0,Akit,Soyb,2021/4/21,40.32274,140.56185,8.56071,F1j6y1,F1z1t1
2021-Hojo-009_S9,5867.0,23461.0,5360.0,33622.0,14773.0,6410.0,21988.0,104.0,1054.0,4849.0,21649.0,6356.0,1621.0,116.0,14.0,131.0,53.0,3168.0,5.0,1369.0,196.0,1236.0,709.0,5.0,1201.0,53.0,104.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,192.0,187.0,90.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hojo-009,Hojo,139_21_Akit_Soyb,21.0,Akit,Soyb,2021/4/21,40.2941,140.55357,8.5353,F1z1p2,F1z1p2
2021-Hojo-010_S10,3333.0,16169.0,2460.0,24548.0,16068.0,4167.0,15550.0,47.0,335.0,2702.0,12858.0,4060.0,2982.0,72.0,10.0,337.0,81.0,2661.0,8.0,1281.0,148.0,583.0,709.0,0.0,1197.0,31.0,91.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,77.0,62.0,61.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Hojo-010,Hojo,140_21_Akit_Soyb,21.0,Akit,Soyb,2021/4/21,40.259941,140.578424,8.53067,F4z1p2,F4z1p2
