index,d__Bacteria,d__Archaea,Unassigned,d__Eukaryota,asv-id,Hojo,crop-id,year,pref,crop,date,lati,long,latlng1d,SoilTypeID,SoilTypeID2
2021-Hojo-055_S55,107994.0,5106.0,25.0,3.0,Hojo-055,Hojo,185_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/22,31.94781,131.08877,-4.08221,D1h3w5,D1h3w5
2021-Hojo-056_S56,133166.0,9067.0,19.0,5.0,Hojo-056,Hojo,186_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/22,31.94478,131.09492,-4.0797,D1h3w5,D1h3w5
2021-Hojo-057_S57,61192.0,3387.0,17.0,0.0,Hojo-057,Hojo,187_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.98487,130.98144,-4.13659,D6z1v3,NA
2021-Hojo-058_S58,77565.0,5262.0,18.0,0.0,Hojo-058,Hojo,188_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.97314,130.9813,-4.1446,D6z1v3,D1h3w5
2021-Hojo-059_S59,76933.0,6324.0,14.0,8.0,Hojo-059,Hojo,189_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.96876,130.97879,-4.1494,D1h3w5,D1h3w5
2021-Hojo-060_S60,97290.0,5965.0,40.0,2.0,Hojo-060,Hojo,190_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.96756,130.98221,-4.14768,D1h3w5,D1h3w5
2021-Hojo-061_S86,168645.0,9910.0,72.0,12.0,Hojo-061,Hojo,191_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.95982,130.98613,-4.14999,D1h3w5,NA
2021-Hojo-062_S62,83402.0,3524.0,23.0,2.0,Hojo-062,Hojo,192_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.95182,130.95993,-4.17475,D6h2p2,NA
2021-Hojo-063_S63,38763.0,2066.0,18.0,0.0,Hojo-063,Hojo,193_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.95155,130.95975,-4.17507,D6h2p2,D6h2p2
2021-Hojo-064_S64,115725.0,5945.0,68.0,0.0,Hojo-064,Hojo,194_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.95271,130.97294,-4.16453,D1h3w5,D1h3w5
2021-Hojo-065_S65,88826.0,3343.0,46.0,0.0,Hojo-065,Hojo,195_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.95195,130.97238,-4.16546,D1h3w5,D1h3w5
2021-Hojo-066_S66,109602.0,5317.0,44.0,2.0,Hojo-066,Hojo,196_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.95151,130.97229,-4.16582,D1h3w5,D1h3w5
2021-Hojo-067_S67,79012.0,4137.0,37.0,2.0,Hojo-067,Hojo,197_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.95164,130.97169,-4.16618,D1h3w5,D1h3w5
2021-Hojo-068_S68,76636.0,3118.0,20.0,2.0,Hojo-068,Hojo,198_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.95768,130.98153,-4.15484,D1h3w5,NA
2021-Hojo-069_S69,96755.0,6841.0,38.0,2.0,Hojo-069,Hojo,199_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.95667,130.98062,-4.15619,D1h3w5,D1h3w5
2021-Hojo-070_S70,89256.0,5413.0,27.0,6.0,Hojo-070,Hojo,200_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.95655,130.98111,-4.15591,D1h3w5,D1h3w5
2021-Hojo-071_S71,56299.0,3288.0,13.0,0.0,Hojo-071,Hojo,201_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.95703,130.98098,-4.15568,D1h3w5,D1h3w5
2021-Hojo-072_S72,66571.0,4092.0,15.0,0.0,Hojo-072,Hojo,202_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.96033,130.97966,-4.15443,D1h3w5,D1h3w5
2021-Hojo-073_S73,119100.0,8006.0,35.0,4.0,Hojo-073,Hojo,203_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.95921,130.97911,-4.1556,D1h3w5,D1h3w5
2021-Hojo-074_S74,86611.0,3428.0,29.0,4.0,Hojo-074,Hojo,204_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.94918,130.97546,-4.16505,D1h3w5,D1h3w5
2021-Hojo-075_S75,104622.0,4482.0,39.0,14.0,Hojo-075,Hojo,205_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.94517,130.97517,-4.16796,D1h3w5,D1h3w5
2021-Hojo-076_S76,74095.0,3397.0,59.0,2.0,Hojo-076,Hojo,206_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.94553,130.98648,-4.15936,D6h2p2,D6h2p2
2021-Hojo-077_S77,84141.0,4734.0,54.0,0.0,Hojo-077,Hojo,207_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.94529,130.98639,-4.15959,D6h2p2,D6h2p2
2021-Hojo-078_S78,58465.0,3266.0,52.0,0.0,Hojo-078,Hojo,208_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.94478,130.98586,-4.16032,D6h2p2,D6h2p2
2021-Hojo-079_S79,121932.0,5745.0,55.0,0.0,Hojo-079,Hojo,209_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.92698,130.98866,-4.17024,D6h2p2,D6h2p2
2021-Hojo-080_S80,83721.0,4405.0,10.0,3.0,Hojo-080,Hojo,210_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.92749,130.98893,-4.1697,D6h2p2,D6h2p2
2021-Hojo-081_S81,97952.0,4908.0,32.0,0.0,Hojo-081,Hojo,211_21_Miyz_Spin,21.0,Miyz,Spin,2021/7/27,31.92787,130.98876,-4.16957,D6h2p2,D6h2p2
2021-Hojo-082_S82,58026.0,2927.0,25.0,4.0,Hojo-082,Hojo,212_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/4,31.80552,131.04908,-4.20737,D6h1v4,D6h1v4
2021-Hojo-083_S83,88067.0,4294.0,34.0,0.0,Hojo-083,Hojo,213_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/4,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-084_S84,94913.0,6923.0,22.0,0.0,Hojo-084,Hojo,214_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/4,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-085_S69,19101.0,1373.0,0.0,0.0,Hojo-085,Hojo,215_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-086_S87,222019.0,14442.0,50.0,0.0,Hojo-086,Hojo,216_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-087_S87,86399.0,5374.0,2.0,0.0,Hojo-087,Hojo,217_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-088_S88,69661.0,4330.0,14.0,0.0,Hojo-088,Hojo,218_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-089_S89,110259.0,6321.0,41.0,0.0,Hojo-089,Hojo,219_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-090_S90,84629.0,6562.0,54.0,2.0,Hojo-090,Hojo,220_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-091_S91,131845.0,8756.0,78.0,0.0,Hojo-091,Hojo,221_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-092_S92,71238.0,4127.0,44.0,0.0,Hojo-092,Hojo,222_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-093_S70,116229.0,2493.0,6.0,0.0,Hojo-093,Hojo,223_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-094_S94,94032.0,6727.0,34.0,0.0,Hojo-094,Hojo,224_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-095_S95,115763.0,8833.0,19.0,0.0,Hojo-095,Hojo,225_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-096_S96,102299.0,6854.0,17.0,0.0,Hojo-096,Hojo,226_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-097_S97,66884.0,4696.0,11.0,0.0,Hojo-097,Hojo,227_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-098_S98,77212.0,6724.0,20.0,0.0,Hojo-098,Hojo,228_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.97806,131.05659,-4.08562,D6c1p2,NA
2021-Hojo-099_S99,71302.0,3310.0,22.0,2.0,Hojo-099,Hojo,229_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.96307,131.05631,-4.09593,D1h3w4,NA
2021-Hojo-100_S100,83083.0,5811.0,35.0,0.0,Hojo-100,Hojo,230_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.95641,131.07172,-4.08902,D1h3w4,I1k2t1
2021-Hojo-101_S71,149044.0,2399.0,40.0,0.0,Hojo-101,Hojo,231_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.95185,131.0347,-4.11946,D1h3w5,D1h3w5
2021-Hojo-102_S102,90434.0,5422.0,31.0,0.0,Hojo-102,Hojo,232_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.95179,131.03448,-4.11966,D1h3w5,D1h3w5
2021-Hojo-103_S103,62527.0,5186.0,13.0,0.0,Hojo-103,Hojo,233_21_Miyz_Edam,21.0,Miyz,Edam,2021/8/24,31.94666,131.01912,-4.13447,D6h2p2,D6h2p2
2021-Hojo-104_S104,134538.0,8834.0,116.0,8.0,Hojo-104,Hojo,234_21_Miyz_Spin,21.0,Miyz,Spin,2021/8/26,32.02731,130.83083,-4.21935,D6z1v3,D6z1v3
2021-Hojo-105_S105,23376.0,912.0,2.0,0.0,Hojo-105,Hojo,235_21_Miyz_Spin,21.0,Miyz,Spin,2021/8/26,32.01958,130.82713,-4.22729,D6c1v2,D6c1v2
2021-Hojo-106_S106,35567.0,2224.0,11.0,0.0,Hojo-106,Hojo,236_21_Miyz_Spin,21.0,Miyz,Spin,2021/8/26,32.01296,130.8304,-4.22933,D6c1v2,D6c1v2
2021-Hojo-107_S107,38633.0,1918.0,0.0,0.0,Hojo-107,Hojo,237_21_Miyz_Spin,21.0,Miyz,Spin,2021/8/26,32.01355,130.8332,-4.22686,D6c1v2,NA
2021-Hojo-108_S108,60427.0,2570.0,22.0,0.0,Hojo-108,Hojo,238_21_Miyz_Spin,21.0,Miyz,Spin,2021/8/26,32.03526,130.88112,-4.17682,D6z1v3,NA
2021-Hojo-109_S109,56562.0,5498.0,56.0,0.0,Hojo-109,Hojo,239_21_Aomo_Appl,21.0,Aomo,Appl,2021/7/26,40.3844,140.262,8.38057,D5z1,NA
2021-Hojo-110_S88,162646.0,8255.0,96.0,2.0,Hojo-110,Hojo,240_21_Aomo_Appl,21.0,Aomo,Appl,2021/7/26,40.3845,140.265,8.38285,D5z1,NA
2021-Hojo-111_S111,63370.0,7886.0,30.0,2.0,Hojo-111,Hojo,241_21_Aomo_Appl,21.0,Aomo,Appl,2021/8/9,40.3844,140.262,8.38057,D5z1,NA
2021-Hojo-112_S112,51550.0,3452.0,28.0,0.0,Hojo-112,Hojo,242_21_Aomo_Appl,21.0,Aomo,Appl,2021/8/9,40.3845,140.265,8.38285,D5z1,NA
2021-Hojo-113_S113,122830.0,16977.0,44.0,0.0,Hojo-113,Hojo,243_21_Aomo_Appl,21.0,Aomo,Appl,2021/8/24,40.3844,140.262,8.38057,D5z1,NA
2021-Hojo-114_S114,53772.0,7214.0,19.0,0.0,Hojo-114,Hojo,244_21_Aomo_Appl,21.0,Aomo,Appl,2021/8/24,40.3845,140.265,8.38285,D5z1,NA
2021-Hojo-115_S115,83249.0,9394.0,59.0,2.0,Hojo-115,Hojo,245_21_Aomo_Appl,21.0,Aomo,Appl,2021/8/24,40.5648,140.455,8.64473,D6h2y1,D6h2y1
2021-Hojo-116_S116,81089.0,8493.0,29.0,0.0,Hojo-116,Hojo,246_21_Aomo_Appl,21.0,Aomo,Appl,2021/8/24,40.5651,140.455,8.64493,D6h2y1,D6h2y1
2021-Hojo-117_S117,102770.0,10877.0,3.0,0.0,Hojo-117,Hojo,247_21_Aomo_Appl,21.0,Aomo,Appl,2021/8/24,40.5781,140.415,8.62412,D6h2y1,D6h2y1
2021-Hojo-118_S89,123425.0,4669.0,50.0,2.0,Hojo-118,Hojo,248_21_Aomo_Appl,21.0,Aomo,Appl,2021/8/24,40.5794,140.416,8.62573,D6h2y1,D6h2y1
2021-Hojo-119_S119,59451.0,5623.0,24.0,2.0,Hojo-119,Hojo,249_21_Aomo_Appl,21.0,Aomo,Appl,2021/8/12,40.6979,140.443,8.72549,F4z1t1,F4z1t1
2021-Hojo-120_S120,46179.0,2683.0,27.0,0.0,Hojo-120,Hojo,250_21_Aomo_Appl,21.0,Aomo,Appl,2021/8/12,40.6974,140.444,8.72589,F4z1t1,F4z1t1
2021-Hojo-121_S121,106045.0,7948.0,120.0,0.0,Hojo-121,Hojo,251_21_Aomo_Appl,21.0,Aomo,Appl,2021/8/26,40.6979,140.443,8.72549,F4z1t1,F4z1t1
2021-Hojo-122_S122,99064.0,9059.0,177.0,0.0,Hojo-122,Hojo,252_21_Aomo_Appl,21.0,Aomo,Appl,2021/8/26,40.6974,140.444,8.72589,F4z1t1,F4z1t1
2021-Hojo-123_S123,80137.0,4504.0,216.0,0.0,Hojo-123,Hojo,253_21_Sait_Spin,21.0,Sait,Spin,NA,36.23304,139.26667,4.84912,F5z1y1,F5z1y1
2021-Hojo-124_S124,58451.0,4645.0,12.0,0.0,Hojo-124,Hojo,254_21_Sait_Spin,21.0,Sait,Spin,NA,36.23763,139.26729,4.85267,F3z1t1,F3z1t1
2021-Hojo-125_S125,45568.0,3459.0,51.0,0.0,Hojo-125,Hojo,255_21_Sait_Spin,21.0,Sait,Spin,2021/8/3,36.2243,139.24811,4.82951,F4z1t1,F4z1t1
2021-Hojo-126_S126,66318.0,7379.0,34.0,2.0,Hojo-126,Hojo,256_21_Sait_Spin,21.0,Sait,Spin,NA,36.23754,139.25405,4.84282,F4z1t1,F4z1t1
2021-Hojo-127_S127,71569.0,4706.0,55.0,0.0,Hojo-127,Hojo,257_21_Sait_Spin,21.0,Sait,Spin,2021/8/22,36.23575,139.26119,4.84689,F5z1y1,F5z1y1
2021-Hojo-128_S128,15288.0,325.0,7.0,0.0,Hojo-128,Hojo,258_21_Sait_Spin,21.0,Sait,Spin,2021/8/7,NA,NA,NA,,NA
2021-Hojo-129_S129,43687.0,1522.0,0.0,0.0,Hojo-129,Hojo,259_21_Sait_Spin,21.0,Sait,Spin,2021/7/30,36.22539,139.24665,4.82916,F5z1y1,F5z1y1
2021-Hojo-130_S130,74249.0,3554.0,96.0,3.0,Hojo-130,Hojo,260_21_Naga_Appl,21.0,Naga,Appl,2021/7/31,36.75198,138.27635,4.46649,H1c3t1,H1c3t1
2021-Hojo-131_S131,90654.0,4418.0,29.0,0.0,Hojo-131,Hojo,261_21_Naga_Appl,21.0,Naga,Appl,2021/7/31,36.75198,138.27635,4.46649,H1c3t1,H1c3t1
2021-Hojo-132_S132,65874.0,8580.0,37.0,0.0,Hojo-132,Hojo,262_21_Naga_Appl,21.0,Naga,Appl,2021/7/31,36.75311,138.27852,4.46886,I1k2t1,I1k2t1
2021-Hojo-133_S133,42005.0,1859.0,6.0,0.0,Hojo-133,Hojo,263_21_Naga_Appl,21.0,Naga,Appl,2021/7/31,36.75311,138.27852,4.46886,I1k2t1,I1k2t1
2021-Hojo-134_S134,63511.0,2214.0,13.0,0.0,Hojo-134,Hojo,264_21_Naga_Appl,21.0,Naga,Appl,2021/7/31,36.75044,138.27151,4.46188,I1k2t1,I1k2t1
2021-Hojo-135_S135,52384.0,4326.0,5.0,0.0,Hojo-135,Hojo,265_21_Naga_Appl,21.0,Naga,Appl,2021/7/31,36.75044,138.27151,4.46188,I1k2t1,I1k2t1
2021-Hojo-136_S136,104325.0,4205.0,47.0,4.0,Hojo-136,Hojo,266_21_Naga_Appl,21.0,Naga,Appl,2021/7/31,36.74924,138.27163,4.46116,I1k2t1,I1k2t1
2021-Hojo-137_S137,43447.0,3200.0,11.0,7.0,Hojo-137,Hojo,267_21_Naga_Appl,21.0,Naga,Appl,2021/7/31,36.74924,138.27163,4.46116,I1k2t1,I1k2t1
2021-Hojo-138_S138,55986.0,4955.0,9.0,0.0,Hojo-138,Hojo,268_21_Naga_Appl,21.0,Naga,Appl,2021/7/31,36.74758,138.27045,4.45917,I1k2t1,I1k2t1
2021-Hojo-139_S139,32869.0,2754.0,13.0,0.0,Hojo-139,Hojo,269_21_Naga_Appl,21.0,Naga,Appl,2021/7/31,36.74758,138.27045,4.45917,I1k2t1,I1k2t1
2021-Hojo-140_S140,36974.0,4212.0,7.0,0.0,Hojo-140,Hojo,270_21_Naga_Appl,21.0,Naga,Appl,2021/7/31,36.74291,138.27361,4.45836,I1k2t1,NA
2022-Hojo-001_S1,80343.0,4608.0,9.0,0.0,22-Hojo-001,Hojo,271_22_Naga_Rice,22.0,Naga,Rice,2022/10/10,36.32774,137.89989,3.9025,F4z1p2,F4z1p2
2022-Hojo-002_S2,114646.0,5695.0,13.0,0.0,22-Hojo-002,Hojo,272_22_Naga_Rice,22.0,Naga,Rice,2022/10/10,36.32032,137.89785,3.89599,F3z1t2,NA
2022-Hojo-003_S3,127163.0,7007.0,116.0,0.0,22-Hojo-003,Hojo,273_22_Naga_Rice,22.0,Naga,Rice,2022/10/10,36.32417,137.89702,3.89797,F3z1t2,NA
2022-Hojo-004_S4,90891.0,5199.0,13.0,2.0,22-Hojo-004,Hojo,274_22_Naga_Rice,22.0,Naga,Rice,2022/10/12,36.31817,137.86186,3.86794,F5z1p2,NA
2022-Hojo-005_S5,116092.0,5673.0,28.0,0.0,22-Hojo-005,Hojo,275_22_Naga_Rice,22.0,Naga,Rice,2022/10/12,36.32258,137.86318,3.87188,F4z1p2,F4z1p2
2022-Hojo-006_S6,117009.0,4672.0,15.0,11.0,22-Hojo-006,Hojo,276_22_Naga_Rice,22.0,Naga,Rice,2022/10/12,36.32237,137.86443,3.87267,F4z1p2,F4z1p2
2022-Hojo-007_S7,84126.0,4535.0,21.0,0.0,22-Hojo-007,Hojo,277_22_Naga_Rice,22.0,Naga,Rice,2022/10/12,36.32355,137.85912,3.86954,F4z1p2,F4z1p2
2022-Hojo-008_S8,96875.0,5059.0,18.0,5.0,22-Hojo-008,Hojo,278_22_Naga_Rice,22.0,Naga,Rice,2022/10/12,36.31943,137.86387,3.87027,F5z1p2,F5z1p2
2022-Hojo-009_S9,92438.0,3910.0,18.0,2.0,22-Hojo-009,Hojo,279_22_Naga_Rice,22.0,Naga,Rice,2022/10/12,36.3138,137.86327,3.86604,F5z1p2,F5z1p2
2022-Hojo-010_S10,106388.0,5526.0,21.0,0.0,22-Hojo-010,Hojo,280_22_Naga_Rice,22.0,Naga,Rice,2022/10/12,36.31673,137.85991,3.86553,F5z1p2,F5z1p2
2022-Hojo-011_S11,98842.0,4251.0,9.0,0.0,22-Hojo-011,Hojo,281_22_Naga_Rice,22.0,Naga,Rice,2022/10/12,36.31155,137.85927,3.86157,F5z1p2,F5z1p2
2022-Hojo-012_S12,73100.0,3376.0,10.0,0.0,22-Hojo-012,Hojo,282_22_Naga_Rice,22.0,Naga,Rice,2022/10/12,36.31608,137.86133,3.86614,F5z1p2,NA
2022-Hojo-013_S13,94056.0,2377.0,41.0,7.0,22-Hojo-013,Hojo,283_22_Miyz_Soyb,22.0,Miyz,Soyb,2022/9/1,32.2775,131.3216,-3.68806,D6z1,NA
2022-Hojo-014_S14,71418.0,1187.0,26.0,0.0,22-Hojo-014,Hojo,284_22_Miyz_Soyb,22.0,Miyz,Soyb,2022/9/1,32.27838,131.32319,-3.68629,D6z1,NA
2022-Hojo-015_S15,111917.0,959.0,36.0,0.0,22-Hojo-015,Hojo,285_22_Miyz_Soyb,22.0,Miyz,Soyb,2022/9/1,NA,NA,NA,,NA
2022-Hojo-016_S16,73731.0,1956.0,15.0,0.0,22-Hojo-016,Hojo,286_22_Hokk_Soyb,22.0,Hokk,Soyb,2022/6/5,NA,NA,NA,,NA
2022-Hojo-017_S17,53232.0,1734.0,18.0,0.0,22-Hojo-017,Hojo,287_22_Hokk_Soyb,22.0,Hokk,Soyb,2022/10/26,42.89321,143.24305,12.2738,F2h3t1,F2h3t1
2022-Hojo-018_S18,35939.0,1073.0,0.0,0.0,22-Hojo-018,Hojo,288_22_Hokk_Soyb,22.0,Hokk,Soyb,2022/10/26,42.927758,143.262057,12.3111,F4z1t2,F4z1t2
2022-Hojo-019_S19,39446.0,2825.0,0.0,0.0,22-Hojo-019,Hojo,289_22_Hokk_Whea,22.0,Hokk,Whea,2022/7/30,42.892848,143.233416,12.2665,D6h2y1,D6h2y1
2022-Hojo-020_S20,60019.0,5195.0,11.0,4.0,22-Hojo-020,Hojo,290_22_Hokk_Whea,22.0,Hokk,Whea,2022/7/30,42.891742,143.219176,12.2552,D6h2y1,NA
2022-Hojo-021_S21,3471.0,113.0,0.0,0.0,22-Hojo-021,Hojo,291_22_Hokk_Whea,22.0,Hokk,Whea,2022/7/30,42.8886,143.24327,12.2709,F3z1t4,F3z1t4
2022-Hojo-022_S22,66310.0,2227.0,43.0,0.0,22-Hojo-022,Hojo,292_22_Hokk_Whea,22.0,Hokk,Whea,2022/7/30,42.88008,143.23892,12.2619,F2h3t1,F2h3t1
2022-Hojo-023_S23,60625.0,1797.0,12.0,0.0,22-Hojo-023,Hojo,293_22_Hokk_Whea,22.0,Hokk,Whea,2022/7/30,42.90823,143.23138,12.2753,G2k2t3,G2k2t3
2022-Hojo-024_S24,73910.0,3759.0,14.0,0.0,22-Hojo-024,Hojo,294_22_Hokk_Whea,22.0,Hokk,Whea,2022/7/30,42.90689,143.23118,12.2743,G2k2t3,G2k2t3
2022-Hojo-025_S25,71084.0,2778.0,15.0,0.0,22-Hojo-025,Hojo,295_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/8,42.637512,143.295544,12.1404,B1e3w1,B1e3w1
2022-Hojo-026_S26,75032.0,7240.0,7.0,0.0,22-Hojo-026,Hojo,296_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/8,42.66259,143.28787,12.1516,D6h2y1,D6h2y1
2022-Hojo-027_S27,63138.0,2841.0,12.0,2.0,22-Hojo-027,Hojo,297_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/8,42.67293,143.2763,12.1501,D6h2y1,D6h2y1
2022-Hojo-028_S28,67159.0,3903.0,24.0,2.0,22-Hojo-028,Hojo,298_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/8,42.67793,143.28227,12.1578,D6h2y1,D6h2y1
2022-Hojo-029_S29,6610.0,186.0,4.0,0.0,22-Hojo-029,Hojo,299_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/10,42.65891,143.32121,12.1738,D6d1v3,D6d1v3
2022-Hojo-030_S30,80257.0,7270.0,24.0,6.0,22-Hojo-030,Hojo,300_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/10,42.6708,143.31493,12.1772,D6h2y1,D6h2y1
2022-Hojo-031_S31,61526.0,2185.0,13.0,0.0,22-Hojo-031,Hojo,301_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/10,42.581099,143.230815,12.0546,D6z1v4,D6z1v4
2022-Hojo-032_S32,96544.0,3615.0,48.0,3.0,22-Hojo-032,Hojo,302_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/10,42.58196,143.23177,12.0559,D6z1v4,D6z1v4
2022-Hojo-033_S33,69220.0,2501.0,22.0,2.0,22-Hojo-033,Hojo,303_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/11,42.67413,143.07597,12.0028,D3h1v3,D3h1v3
2022-Hojo-034_S34,86574.0,2442.0,21.0,0.0,22-Hojo-034,Hojo,304_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/11,42.68176,143.0898,12.0181,H2z1t1,NA
2022-Hojo-035_S35,78288.0,1829.0,20.0,4.0,22-Hojo-035,Hojo,305_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/11,42.69331,143.08896,12.0253,D3h1v3,D3h1v3
2022-Hojo-036_S36,101047.0,5231.0,58.0,3.0,22-Hojo-036,Hojo,306_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/11,42.69829,143.07775,12.0204,D3h1v3,D3h1v3
2022-Hojo-037_S37,96813.0,2815.0,49.0,3.0,22-Hojo-037,Hojo,307_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/5,42.70096,143.07643,12.0212,D6d2v4,D6d2v4
2022-Hojo-038_S38,84271.0,2969.0,32.0,2.0,22-Hojo-038,Hojo,308_22_Hokk_Whea,22.0,Hokk,Whea,2022/8/5,42.69878,143.08574,12.0266,D3h1v3,D3h1v3
2022-Hojo-039_S39,53666.0,1006.0,21.0,4.0,22-Hojo-039,Hojo,309_22_Chib_Whea,22.0,Chib,Whea,2022/6/24,35.65997,140.20493,5.1568,D6h2y1,D6h2y1
2022-Hojo-040_S40,46523.0,749.0,8.0,4.0,22-Hojo-040,Hojo,310_22_Chib_Whea,22.0,Chib,Whea,2022/6/24,35.66029,140.2049,5.157,D6h2y1,D6h2y1
2022-Hojo-041_S41,73074.0,1158.0,23.0,7.0,22-Hojo-041,Hojo,311_22_Chib_Whea,22.0,Chib,Whea,2022/6/24,35.66146,140.20482,5.15773,D6h2y1,D6h2y1
2022-Hojo-042_S42,54257.0,719.0,30.0,5.0,22-Hojo-042,Hojo,312_22_Chib_Whea,22.0,Chib,Whea,2022/6/24,35.6611,140.20443,5.15719,D6h2y1,NA
2022-Hojo-043_S43,81281.0,1489.0,27.0,8.0,22-Hojo-043,Hojo,313_22_Chib_Whea,22.0,Chib,Whea,2022/6/24,35.66163,140.20466,5.15772,D6h2y1,D6h2y1
2022-Hojo-044_S44,62311.0,996.0,4.0,0.0,22-Hojo-044,Hojo,314_22_Chib_Whea,22.0,Chib,Whea,2022/6/24,35.66156,140.20421,5.15734,D6h2y1,D6h2y1
2022-Hojo-045_S45,71920.0,6774.0,28.0,3.0,22-Hojo-045,Hojo,315_22_Miyg_Rice,22.0,Miyg,Rice,2022/10/22,38.59267,140.89606,7.64269,F3z1t2,F3z1t2
2022-Hojo-046_S46,52481.0,1967.0,3.0,3.0,22-Hojo-046,Hojo,316_22_Miyg_Rice,22.0,Miyg,Rice,2022/10/22,38.60231,140.90529,7.65601,F1z1t1,F1z1t1
2022-Hojo-047_S47,84420.0,2743.0,25.0,0.0,22-Hojo-047,Hojo,317_22_Miyg_Rice,22.0,Miyg,Rice,2022/10/22,38.60434,140.90254,7.65534,B1e4y1,B1e4y1
2022-Hojo-048_S48,59509.0,2219.0,12.0,0.0,22-Hojo-048,Hojo,318_22_Miyg_Rice,22.0,Miyg,Rice,2022/10/22,38.60429,140.90201,7.65491,B1e4y1,B1e4y1
