comboID,other_sampleID,treatment,treatment2,bedrock,soil_elevalleyation,rep,experiment,time,Latitude,Longitude,organic_matter,CO2.respiration,basal.respiration,induced.respiration,pH,potassium,nitrogen,yield.fresh.wt,yield.dry.wt,compaction,penetrability,sampling.date,description,biome,location,BioProject,SampleID,BioSample,SRA_Study,Experiment,SRA_Sample,MBases
PRJEB9654_ERR952501,HH1-1.2013,full-grazed,herbicide,siliceous,low mountain,1,PRJEB9654,2013,504577,4772439,7.08,3.85,0.81,27,5.24,215,0.48,1.68,5.991393,2577,8,2013-04-15,HH1-1.2013,grassland,Spain,PRJEB9654,ERR952501,SAMEA3474095,ERP010785,ERX1031471,ERS785371,110
PRJEB9654_ERR952502,HH1-1.2013,full-grazed,herbicide,siliceous,low mountain,1,PRJEB9654,2013,504577,4772439,7.08,3.85,0.81,27,5.24,215,0.48,1.68,5.991393,2577,8,2013-04-15,HH1-1.2013,grassland,Spain,PRJEB9654,ERR952502,SAMEA3474304,ERP010785,ERX1031472,ERS785580,106
PRJEB9654_ERR952503,HH1-1.2014,full-grazed,herbicide,siliceous,low mountain,1,PRJEB9654,2014,504577,4772439,10.02,3.85,1.19,33,5.08,275,0.5,1.24,7.440525,2400,25,2014-06-02,HH1-1.2014,grassland,Spain,PRJEB9654,ERR952503,SAMEA3474096,ERP010785,ERX1031473,ERS785372,79
PRJEB9654_ERR952504,HH1-1.2014,full-grazed,herbicide,siliceous,low mountain,1,PRJEB9654,2014,504577,4772439,10.02,3.85,1.19,33,5.08,275,0.5,1.24,7.440525,2400,25,2014-06-02,HH1-1.2014,grassland,Spain,PRJEB9654,ERR952504,SAMEA3474305,ERP010785,ERX1031474,ERS785581,129
PRJEB9654_ERR952505,HH1-2.2013,full-grazed,herbicide,siliceous,low mountain,2,PRJEB9654,2013,504568,4772450,10.97,4.97,0.58,24,5.17,171,0.49,1.61,5.248584,2605,13,2013-04-15,HH1-2.2013,grassland,Spain,PRJEB9654,ERR952505,SAMEA3474097,ERP010785,ERX1031475,ERS785373,85
PRJEB9654_ERR952506,HH1-2.2013,full-grazed,herbicide,siliceous,low mountain,2,PRJEB9654,2013,504568,4772450,10.97,4.97,0.58,24,5.17,171,0.49,1.61,5.248584,2605,13,2013-04-15,HH1-2.2013,grassland,Spain,PRJEB9654,ERR952506,SAMEA3474306,ERP010785,ERX1031476,ERS785582,70
PRJEB9654_ERR952507,HH1-2.2014,full-grazed,herbicide,siliceous,low mountain,2,PRJEB9654,2014,504568,4772450,8.9,4.97,1.48,20,4.98,148,0.48,1.19,7.298917,2975,20,2014-06-02,HH1-2.2014,grassland,Spain,PRJEB9654,ERR952507,SAMEA3474098,ERP010785,ERX1031477,ERS785374,91
PRJEB9654_ERR952508,HH1-2.2014,full-grazed,herbicide,siliceous,low mountain,2,PRJEB9654,2014,504568,4772450,8.9,4.97,1.48,20,4.98,148,0.48,1.19,7.298917,2975,20,2014-06-02,HH1-2.2014,grassland,Spain,PRJEB9654,ERR952508,SAMEA3474307,ERP010785,ERX1031478,ERS785583,102
PRJEB9654_ERR952509,HH1-3.2013,full-grazed,herbicide,siliceous,low mountain,3,PRJEB9654,2013,504542,4772421,12.04,6.37,0.77,30,4.59,184,0.6,1.41,5.847399,1962,8,2013-04-15,HH1-3.2013,grassland,Spain,PRJEB9654,ERR952509,SAMEA3474099,ERP010785,ERX1031479,ERS785375,104
PRJEB9654_ERR952510,HH1-3.2013,full-grazed,herbicide,siliceous,low mountain,3,PRJEB9654,2013,504542,4772421,12.04,6.37,0.77,30,4.59,184,0.6,1.41,5.847399,1962,8,2013-04-15,HH1-3.2013,grassland,Spain,PRJEB9654,ERR952510,SAMEA3474308,ERP010785,ERX1031480,ERS785584,104
PRJEB9654_ERR952511,HH1-3.2014,full-grazed,herbicide,siliceous,low mountain,3,PRJEB9654,2014,504542,4772421,9.32,6.37,1.75,20,4.44,151,0.45,1.48,8.850839,2874,15,2014-06-02,HH1-3.2014,grassland,Spain,PRJEB9654,ERR952511,SAMEA3474100,ERP010785,ERX1031481,ERS785376,91
PRJEB9654_ERR952512,HH1-3.2014,full-grazed,herbicide,siliceous,low mountain,3,PRJEB9654,2014,504542,4772421,9.32,6.37,1.75,20,4.44,151,0.45,1.48,8.850839,2874,15,2014-06-02,HH1-3.2014,grassland,Spain,PRJEB9654,ERR952512,SAMEA3474309,ERP010785,ERX1031482,ERS785585,54
PRJEB9654_ERR952513,HH1-4.2013,full-grazed,herbicide,siliceous,low mountain,4,PRJEB9654,2013,504531,4772448,11.11,7.33,0.82,34,4.56,179,0.51,0.91,3.530343,2488,13,2013-04-25,HH1-4.2013,grassland,Spain,PRJEB9654,ERR952513,SAMEA3474101,ERP010785,ERX1031483,ERS785377,115
PRJEB9654_ERR952514,HH1-4.2013,full-grazed,herbicide,siliceous,low mountain,4,PRJEB9654,2013,504531,4772448,11.11,7.33,0.82,34,4.56,179,0.51,0.91,3.530343,2488,13,2013-04-25,HH1-4.2013,grassland,Spain,PRJEB9654,ERR952514,SAMEA3474310,ERP010785,ERX1031484,ERS785586,116
PRJEB9654_ERR952515,HH1-4.2014,full-grazed,herbicide,siliceous,low mountain,4,PRJEB9654,2014,504531,4772448,8.1,7.33,1.74,14,4.56,117,0.36,1.13,6.248282,2553,10,2014-06-02,HH1-4.2014,grassland,Spain,PRJEB9654,ERR952515,SAMEA3474102,ERP010785,ERX1031485,ERS785378,111
PRJEB9654_ERR952516,HH1-4.2014,full-grazed,herbicide,siliceous,low mountain,4,PRJEB9654,2014,504531,4772448,8.1,7.33,1.74,14,4.56,117,0.36,1.13,6.248282,2553,10,2014-06-02,HH1-4.2014,grassland,Spain,PRJEB9654,ERR952516,SAMEA3474311,ERP010785,ERX1031486,ERS785587,54
PRJEB9654_ERR952517,HH2-1.2013,full-grazed,herbicide,calcareous,low mountain,1,PRJEB9654,2013,523712,4764762,11.13,5.31,1.68,23,4.42,184,0.65,2.95,10.581321,1921,4,2013-04-16,HH2-1.2013,grassland,Spain,PRJEB9654,ERR952517,SAMEA3474111,ERP010785,ERX1031487,ERS785387,83
PRJEB9654_ERR952518,HH2-1.2013,full-grazed,herbicide,calcareous,low mountain,1,PRJEB9654,2013,523712,4764762,11.13,5.31,1.68,23,4.42,184,0.65,2.95,10.581321,1921,4,2013-04-16,HH2-1.2013,grassland,Spain,PRJEB9654,ERR952518,SAMEA3474320,ERP010785,ERX1031488,ERS785596,60
PRJEB9654_ERR952519,HH2-1.2014,full-grazed,herbicide,calcareous,low mountain,1,PRJEB9654,2014,523712,4764762,13.8,5.31,1.56,23,4.4,83,0.81,2.26,8.092091,2156,10,2014-05-26,HH2-1.2014,grassland,Spain,PRJEB9654,ERR952519,SAMEA3474112,ERP010785,ERX1031489,ERS785388,67
PRJEB9654_ERR952520,HH2-1.2014,full-grazed,herbicide,calcareous,low mountain,1,PRJEB9654,2014,523712,4764762,13.8,5.31,1.56,23,4.4,83,0.81,2.26,8.092091,2156,10,2014-05-26,HH2-1.2014,grassland,Spain,PRJEB9654,ERR952520,SAMEA3474321,ERP010785,ERX1031490,ERS785597,100
PRJEB9654_ERR952521,HH2-2.2013,full-grazed,herbicide,calcareous,low mountain,2,PRJEB9654,2013,523724,4764788,13.37,6.12,1.11,27,4.28,207,0.7,0.97,4.386424,1914,9,2013-04-16,HH2-2.2013,grassland,Spain,PRJEB9654,ERR952521,SAMEA3474113,ERP010785,ERX1031491,ERS785389,85
PRJEB9654_ERR952522,HH2-2.2013,full-grazed,herbicide,calcareous,low mountain,2,PRJEB9654,2013,523724,4764788,13.37,6.12,1.11,27,4.28,207,0.7,0.97,4.386424,1914,9,2013-04-16,HH2-2.2013,grassland,Spain,PRJEB9654,ERR952522,SAMEA3474322,ERP010785,ERX1031492,ERS785598,67
PRJEB9654_ERR952523,HH2-2.2014,full-grazed,herbicide,calcareous,low mountain,2,PRJEB9654,2014,523724,4764788,15.59,6.12,1.35,32,4.43,239,0.75,2.82,10.368143,3002,10,2014-05-26,HH2-2.2014,grassland,Spain,PRJEB9654,ERR952523,SAMEA3474114,ERP010785,ERX1031493,ERS785390,68
PRJEB9654_ERR952524,HH2-3.2013,full-grazed,herbicide,calcareous,low mountain,3,PRJEB9654,2013,523699,4764768,13.62,5.54,1.87,24,4.32,167,0.81,0.91,3.479131,2051,9,2013-04-16,HH2-3.2013,grassland,Spain,PRJEB9654,ERR952524,SAMEA3474115,ERP010785,ERX1031494,ERS785391,85
PRJEB9654_ERR952525,HH2-3.2013,full-grazed,herbicide,calcareous,low mountain,3,PRJEB9654,2013,523699,4764768,13.62,5.54,1.87,24,4.32,167,0.81,0.91,3.479131,2051,9,2013-04-16,HH2-3.2013,grassland,Spain,PRJEB9654,ERR952525,SAMEA3474324,ERP010785,ERX1031495,ERS785600,74
PRJEB9654_ERR952526,HH2-3.2014,full-grazed,herbicide,calcareous,low mountain,3,PRJEB9654,2014,523699,4764768,15.53,5.54,1.04,25,4.47,174,0.78,2,7.768444,2390,15,2014-05-26,HH2-3.2014,grassland,Spain,PRJEB9654,ERR952526,SAMEA3474116,ERP010785,ERX1031496,ERS785392,74
PRJEB9654_ERR952527,HH2-4.2013,full-grazed,herbicide,calcareous,low mountain,4,PRJEB9654,2013,523685,4764803,13.4,8.28,0.55,37,4.75,189,0.75,1.3,4.937941,2423,9,2013-04-22,HH2-4.2013,grassland,Spain,PRJEB9654,ERR952527,SAMEA3474117,ERP010785,ERX1031497,ERS785393,130
PRJEB9654_ERR952528,HH2-4.2013,full-grazed,herbicide,calcareous,low mountain,4,PRJEB9654,2013,523685,4764803,13.4,8.28,0.55,37,4.75,189,0.75,1.3,4.937941,2423,9,2013-04-22,HH2-4.2013,grassland,Spain,PRJEB9654,ERR952528,SAMEA3474326,ERP010785,ERX1031498,ERS785602,116
PRJEB9654_ERR952529,HH2-4.2014,full-grazed,herbicide,calcareous,low mountain,4,PRJEB9654,2014,523685,4764803,11.54,8.28,1.24,21,4.66,104,0.61,4.23,11.938938,2597,10,2014-05-26,HH2-4.2014,grassland,Spain,PRJEB9654,ERR952529,SAMEA3474118,ERP010785,ERX1031499,ERS785394,90
PRJEB9654_ERR952530,HH2-4.2014,full-grazed,herbicide,calcareous,low mountain,4,PRJEB9654,2014,523685,4764803,11.54,8.28,1.24,21,4.66,104,0.61,4.23,11.938938,2597,10,2014-05-26,HH2-4.2014,grassland,Spain,PRJEB9654,ERR952530,SAMEA3474327,ERP010785,ERX1031500,ERS785603,105
PRJEB9654_ERR952531,HNH1-1.2013,full-grazed,no-herbicide,siliceous,low mountain,1,PRJEB9654,2013,504612,4772482,8.32,4.9,2.21,33,5.15,274,0.47,2.02,4.434692,2759,10,2013-04-15,HNH1-1.2013,grassland,Spain,PRJEB9654,ERR952531,SAMEA3474087,ERP010785,ERX1031501,ERS785363,165
PRJEB9654_ERR952532,HNH1-1.2013,full-grazed,no-herbicide,siliceous,low mountain,1,PRJEB9654,2013,504612,4772482,8.32,4.9,2.21,33,5.15,274,0.47,2.02,4.434692,2759,10,2013-04-15,HNH1-1.2013,grassland,Spain,PRJEB9654,ERR952532,SAMEA3474296,ERP010785,ERX1031502,ERS785572,118
PRJEB9654_ERR952533,HNH1-1.2014,full-grazed,no-herbicide,siliceous,low mountain,1,PRJEB9654,2014,504612,4772482,6,4.9,1.3,22,5.15,217,0.34,1.57,8.464499,2527,10,2014-06-02,HNH1-1.2014,grassland,Spain,PRJEB9654,ERR952533,SAMEA3474088,ERP010785,ERX1031503,ERS785364,103
PRJEB9654_ERR952534,HNH1-1.2014,full-grazed,no-herbicide,siliceous,low mountain,1,PRJEB9654,2014,504612,4772482,6,4.9,1.3,22,5.15,217,0.34,1.57,8.464499,2527,10,2014-06-02,HNH1-1.2014,grassland,Spain,PRJEB9654,ERR952534,SAMEA3474297,ERP010785,ERX1031504,ERS785573,56
PRJEB9654_ERR952535,HNH1-2.2013,full-grazed,no-herbicide,siliceous,low mountain,2,PRJEB9654,2013,504593,4772482,9.92,3.73,1.51,22,5.01,205,0.43,2.09,5.350429,2359,10,2013-04-15,HNH1-2.2013,grassland,Spain,PRJEB9654,ERR952535,SAMEA3474089,ERP010785,ERX1031505,ERS785365,108
PRJEB9654_ERR952536,HNH1-2.2013,full-grazed,no-herbicide,siliceous,low mountain,2,PRJEB9654,2013,504593,4772482,9.92,3.73,1.51,22,5.01,205,0.43,2.09,5.350429,2359,10,2013-04-15,HNH1-2.2013,grassland,Spain,PRJEB9654,ERR952536,SAMEA3474298,ERP010785,ERX1031506,ERS785574,133
PRJEB9654_ERR952537,HNH1-2.2014,full-grazed,no-herbicide,siliceous,low mountain,2,PRJEB9654,2014,504593,4772482,7.97,3.73,1.55,16,4.91,134,0.37,0.89,4.71805,2738,15,2014-06-02,HNH1-2.2014,grassland,Spain,PRJEB9654,ERR952537,SAMEA3474090,ERP010785,ERX1031507,ERS785366,88
PRJEB9654_ERR952538,HNH1-2.2014,full-grazed,no-herbicide,siliceous,low mountain,2,PRJEB9654,2014,504593,4772482,7.97,3.73,1.55,16,4.91,134,0.37,0.89,4.71805,2738,15,2014-06-02,HNH1-2.2014,grassland,Spain,PRJEB9654,ERR952538,SAMEA3474299,ERP010785,ERX1031508,ERS785575,71
PRJEB9654_ERR952539,HNH1-3.2013,full-grazed,no-herbicide,siliceous,low mountain,3,PRJEB9654,2013,504549,4772466,11.65,4.74,1.3,30,4.87,194,0.55,1.32,5.386013,2294,8,2013-04-15,HNH1-3.2013,grassland,Spain,PRJEB9654,ERR952539,SAMEA3474091,ERP010785,ERX1031509,ERS785367,56
PRJEB9654_ERR952540,HNH1-3.2013,full-grazed,no-herbicide,siliceous,low mountain,3,PRJEB9654,2013,504549,4772466,11.65,4.74,1.3,30,4.87,194,0.55,1.32,5.386013,2294,8,2013-04-15,HNH1-3.2013,grassland,Spain,PRJEB9654,ERR952540,SAMEA3474300,ERP010785,ERX1031510,ERS785576,119
PRJEB9654_ERR952541,HNH1-3.2014,full-grazed,no-herbicide,siliceous,low mountain,3,PRJEB9654,2014,504549,4772466,8.53,4.74,1.74,17,4.76,126,0.39,0.75,4.388981,2523,10,2014-06-02,HNH1-3.2014,grassland,Spain,PRJEB9654,ERR952541,SAMEA3474092,ERP010785,ERX1031511,ERS785368,115
PRJEB9654_ERR952542,HNH1-3.2014,full-grazed,no-herbicide,siliceous,low mountain,3,PRJEB9654,2014,504549,4772466,8.53,4.74,1.74,17,4.76,126,0.39,0.75,4.388981,2523,10,2014-06-02,HNH1-3.2014,grassland,Spain,PRJEB9654,ERR952542,SAMEA3474301,ERP010785,ERX1031512,ERS785577,56
PRJEB9654_ERR952543,HNH1-4.2013,full-grazed,no-herbicide,siliceous,low mountain,4,PRJEB9654,2013,504542,4772500,7.81,4.92,0.45,29,4.81,187,0.5,1.26,3.711256,2046,18,2013-04-25,HNH1-4.2013,grassland,Spain,PRJEB9654,ERR952543,SAMEA3474093,ERP010785,ERX1031513,ERS785369,114
PRJEB9654_ERR952544,HNH1-4.2013,full-grazed,no-herbicide,siliceous,low mountain,4,PRJEB9654,2013,504542,4772500,7.81,4.92,0.45,29,4.81,187,0.5,1.26,3.711256,2046,18,2013-04-25,HNH1-4.2013,grassland,Spain,PRJEB9654,ERR952544,SAMEA3474302,ERP010785,ERX1031514,ERS785578,105
PRJEB9654_ERR952545,HNH1-4.2014,full-grazed,no-herbicide,siliceous,low mountain,4,PRJEB9654,2014,504542,4772500,8.15,4.92,1.38,16,4.78,182,0.4,1.71,9.804403,2438,20,2014-06-02,HNH1-4.2014,grassland,Spain,PRJEB9654,ERR952545,SAMEA3474094,ERP010785,ERX1031515,ERS785370,96
PRJEB9654_ERR952546,HNH1-4.2014,full-grazed,no-herbicide,siliceous,low mountain,4,PRJEB9654,2014,504542,4772500,8.15,4.92,1.38,16,4.78,182,0.4,1.71,9.804403,2438,20,2014-06-02,HNH1-4.2014,grassland,Spain,PRJEB9654,ERR952546,SAMEA3474303,ERP010785,ERX1031516,ERS785579,83
PRJEB9654_ERR952547,HNH2-1.2013,full-grazed,no-herbicide,calcareous,low mountain,1,PRJEB9654,2013,523765,4764616,15.23,5.51,1.97,28,4.71,156,0.72,1.5,5.47353,2049,7,2013-04-16,HNH2-1.2013,grassland,Spain,PRJEB9654,ERR952547,SAMEA3474103,ERP010785,ERX1031517,ERS785379,117
PRJEB9654_ERR952548,HNH2-1.2013,full-grazed,no-herbicide,calcareous,low mountain,1,PRJEB9654,2013,523765,4764616,15.23,5.51,1.97,28,4.71,156,0.72,1.5,5.47353,2049,7,2013-04-16,HNH2-1.2013,grassland,Spain,PRJEB9654,ERR952548,SAMEA3474312,ERP010785,ERX1031518,ERS785588,119
PRJEB9654_ERR952549,HNH2-2.2013,full-grazed,no-herbicide,calcareous,low mountain,2,PRJEB9654,2013,523771,4764594,11.03,3.18,1.58,19,4.67,140,0.58,1.51,5.75703,1661,9,2013-04-16,HNH2-2.2013,grassland,Spain,PRJEB9654,ERR952549,SAMEA3474105,ERP010785,ERX1031519,ERS785381,97
PRJEB9654_ERR952550,HNH2-2.2013,full-grazed,no-herbicide,calcareous,low mountain,2,PRJEB9654,2013,523771,4764594,11.03,3.18,1.58,19,4.67,140,0.58,1.51,5.75703,1661,9,2013-04-16,HNH2-2.2013,grassland,Spain,PRJEB9654,ERR952550,SAMEA3474314,ERP010785,ERX1031520,ERS785590,95
PRJEB9654_ERR952551,HNH2-2.2014,full-grazed,no-herbicide,calcareous,low mountain,2,PRJEB9654,2014,523771,4764594,16.32,3.18,1.17,26,4.51,193,0.76,2.92,10.665148,2723,10,2014-05-26,HNH2-2.2014,grassland,Spain,PRJEB9654,ERR952551,SAMEA3474315,ERP010785,ERX1031521,ERS785591,40
