,,accuracy,accuracy,accuracy,Loss,Loss,Loss
,,pH,Available.P,crop_ph,pH,Available.P,crop_ph
method,fold,,,,,,
S,fold9,0.6801177263259888,,,0.29376596212387085,,
R,fold9,-130.54163956680787,,,3.8951278841785113,,
X,fold9,-115.88998413085938,,,3.871086597442627,,
S,fold9,-117.74918588289925,,,3.8960525037845155,,
S,fold9,,0.24285441637039185,,,45.67793273925781,
R,fold9,,-1.1176818724578088,,,6867.981597258172,
X,fold9,,-1.1106255054473877,,,6957.95263671875,
S,fold9,,-23.431247098314266,,,3762.6742121849825,
S,fold9,,,0.9354838709677419,,,0.9157608695652174
R,fold9,,,0.9032258064516129,,,0.8784313725490196
X,fold9,,,0.967741935483871,,,0.9560283687943263
S,fold9,,,0.9032258064516129,,,0.8784313725490196
M,fold10,0.6436249613761902,0.3243805170059204,0.8387096774193549,0.2981385290622711,47.2642822265625,0.810281517747858
S,fold10,0.6593145132064819,,,0.3048867881298065,,
R,fold10,-128.48551928412436,,,3.8292955106058084,,
X,fold10,-145.04434204101562,,,3.8373806476593018,,
S,fold10,-156.46273358738114,,,3.8319860247911386,,
S,fold10,,0.2928076386451721,,,45.69556427001953,
R,fold10,,-1.7633410833309981,,,5914.899033323741,
X,fold10,,-1.3111765384674072,,,6063.1376953125,
S,fold10,,-27.18124681036309,,,3487.7800643944483,
S,fold10,,,0.8709677419354839,,,0.8434343434343434
R,fold10,,,0.7741935483870968,,,0.7163398692810458
X,fold10,,,0.8387096774193549,,,0.7973856209150327
S,fold10,,,0.9032258064516129,,,0.8784313725490196
