index,d__Bacteria;__,d__Bacteria;p__Firmicutes,d__Archaea;p__Crenarchaeota,d__Bacteria;p__Chloroflexi,d__Bacteria;p__Actinobacteriota,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Methylomirabilota,d__Bacteria;p__Acidobacteriota,d__Bacteria;p__Gemmatimonadota,d__Bacteria;p__Verrucomicrobiota,d__Bacteria;p__Bacteroidota,d__Bacteria;p__Nitrospirota,d__Bacteria;p__Myxococcota,d__Bacteria;p__Planctomycetota,d__Bacteria;p__Deinococcota,d__Bacteria;p__Patescibacteria,d__Bacteria;p__Cyanobacteria,d__Bacteria;p__Latescibacterota,d__Bacteria;p__Halanaerobiaeota,d__Bacteria;p__Bdellovibrionota,d__Archaea;p__Thermoplasmatota,d__Bacteria;p__RCP2-54,d__Bacteria;p__Armatimonadota,d__Archaea;p__Halobacterota,d__Bacteria;p__Desulfobacterota,d__Bacteria;p__MBNT15,d__Bacteria;p__NB1-j,d__Bacteria;p__GAL15,Unassigned;__,d__Bacteria;p__FCPU426,d__Bacteria;p__Abditibacteriota,d__Bacteria;p__Elusimicrobiota,d__Bacteria;p__Zixibacteria,d__Bacteria;p__Entotheonellaeota,d__Bacteria;p__WPS-2,d__Bacteria;p__Dadabacteria,d__Bacteria;p__WS2,d__Bacteria;p__Nitrospinota,d__Archaea;p__Aenigmarchaeota,d__Archaea;__,d__Eukaryota;p__Mucoromycota,d__Archaea;p__Euryarchaeota,d__Bacteria;p__Sumerlaeota,d__Bacteria;p__Fibrobacterota,d__Bacteria;p__Spirochaetota,d__Archaea;p__Nanoarchaeota,d__Bacteria;p__Dependentiae,d__Eukaryota;p__Chlorophyta,d__Bacteria;p__Hydrogenedentes,d__Eukaryota;p__Peronosporomycetes,d__Eukaryota;p__Holozoa,d__Archaea;p__Micrarchaeota,d__Eukaryota;__,d__Bacteria;p__Sva0485,d__Bacteria;p__Caldatribacteriota,d__Eukaryota;p__Cnidaria,d__Bacteria;p__Deferrisomatota,d__Bacteria;p__Campylobacterota,d__Eukaryota;p__SAR,d__Eukaryota;p__Ochrophyta,d__Eukaryota;p__Nematozoa,d__Bacteria;p__WS1,d__Bacteria;p__TX1A-33,d__Eukaryota;p__Ascomycota,d__Bacteria;p__Margulisbacteria,d__Bacteria;p__WOR-1,d__Bacteria;p__WS4,d__Eukaryota;p__Bicosoecida,d__Eukaryota;p__Zoopagomycota,d__Eukaryota;p__Ciliophora,d__Bacteria;p__DTB120,d__Eukaryota;p__MAST-12,d__Eukaryota;p__Amoebozoa,d__Archaea;p__Asgardarchaeota,d__Eukaryota;p__Diatomea,d__Eukaryota;p__Heterolobosea,d__Bacteria;p__TA06,d__Eukaryota;p__Cryptomycota,d__Bacteria;p__Cloacimonadota
S_2431,234,55,149,473,392,983,62,548,210,63,187,34,117,238,0,16,23,50,0,15,21,0,13,0,5,0,28,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2432,399,138,124,833,735,1397,0,653,474,178,349,20,228,466,0,100,36,33,0,52,0,0,39,0,6,0,0,0,8,16,0,0,0,0,0,0,26,0,0,0,0,0,2,0,7,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2434,385,54,41,700,401,1035,0,635,250,126,261,9,157,342,0,25,7,72,0,11,6,0,16,0,18,0,13,0,0,7,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,24,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2435,519,445,193,281,486,2114,0,587,443,310,394,19,321,414,0,102,8,0,0,46,0,0,85,0,0,0,0,0,4,23,0,6,0,0,0,0,0,0,0,0,0,0,0,6,23,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2436,520,312,51,774,700,1486,0,734,605,215,301,19,178,313,0,30,8,15,0,25,0,0,71,0,4,0,2,0,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2437,350,452,20,658,661,1092,4,449,320,129,220,6,150,290,0,38,10,0,0,16,0,0,53,0,3,0,6,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2438,357,117,65,353,728,1156,0,438,300,149,323,22,161,220,0,65,7,13,0,25,0,0,33,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2439,294,172,103,487,524,1072,0,462,366,146,242,26,184,323,0,22,39,13,0,19,0,0,40,3,4,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,7,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2440,363,83,160,351,219,925,7,336,273,130,252,6,94,194,0,31,18,12,0,17,0,0,22,0,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2441,679,252,8,1451,554,953,0,217,23,196,303,0,40,236,45,56,25,0,0,27,0,0,42,2,0,0,0,0,74,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2442,374,312,322,762,717,737,94,480,234,53,132,22,80,199,0,17,20,14,0,15,3,0,14,0,0,0,5,0,5,0,0,2,0,2,0,10,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2443,488,655,150,509,735,707,34,257,59,45,96,54,45,287,17,0,39,4,0,11,0,0,23,0,0,0,7,0,70,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2444,383,290,61,634,439,411,65,354,168,16,97,21,66,120,6,14,68,0,0,16,0,0,12,0,12,13,0,20,0,0,0,8,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2445,596,468,668,910,806,1564,106,829,254,75,240,30,241,398,0,31,79,48,3,38,77,0,16,2,84,0,30,0,2,7,0,12,7,8,0,0,0,0,4,6,0,0,0,3,2,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2447,495,95,18,819,549,1683,2,163,65,346,456,9,42,208,212,31,19,0,0,37,0,0,39,0,0,0,0,0,37,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2448,356,76,142,769,333,1826,0,330,174,214,310,6,180,194,311,112,18,0,0,24,11,0,11,2,36,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,10,0,0,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2449,462,140,135,631,1008,791,5,239,38,96,343,13,25,241,130,62,11,0,0,8,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2450,385,183,13,744,553,1046,4,216,72,254,501,3,63,254,301,36,21,0,4,31,0,0,16,5,0,0,4,0,17,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2451,755,925,43,693,634,1069,0,173,311,170,456,0,264,217,75,132,59,0,0,70,0,0,0,2,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,16,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2452,834,167,94,1452,803,1184,24,418,127,472,245,38,58,317,858,74,54,0,0,15,0,0,70,2,0,0,0,0,48,0,0,0,0,0,0,25,0,0,0,0,0,0,4,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2453,616,185,26,969,513,1408,0,232,124,265,244,10,43,284,372,36,66,0,0,16,0,0,90,0,0,0,0,0,17,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2454,359,151,221,572,537,1056,141,583,204,102,161,20,188,240,3,27,2,36,0,4,0,0,12,0,0,0,12,0,0,0,0,29,0,7,0,9,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2455,666,258,44,1193,492,829,23,331,47,89,145,11,102,226,16,39,33,0,0,0,0,4,110,0,0,0,27,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
S_2456,817,100,88,1588,541,683,11,375,150,413,239,11,37,241,372,19,5,0,0,36,0,0,95,0,0,0,0,0,0,4,0,2,0,0,0,39,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2458,389,385,139,462,659,828,68,384,164,49,106,26,93,156,58,55,59,0,0,8,0,6,18,0,0,0,10,0,0,0,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2459,370,58,233,514,563,642,49,501,160,86,58,15,162,302,3,2,17,41,0,8,15,7,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2460,635,296,286,721,683,800,94,438,258,47,132,31,176,250,22,63,7,6,0,16,12,11,57,0,0,0,9,0,14,29,0,9,0,0,0,0,0,0,3,8,0,0,3,0,4,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2461,437,184,398,1473,1307,1856,103,696,242,194,235,51,127,514,126,111,24,18,0,23,0,0,29,6,18,8,11,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,6,2,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2462,284,92,96,604,655,889,16,269,99,89,153,17,42,189,223,70,9,6,0,3,0,0,13,3,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2463,329,164,131,686,814,1298,0,214,83,96,166,6,45,187,571,61,18,0,0,16,0,0,23,2,0,0,0,0,24,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2464,689,423,183,1003,875,697,57,300,325,71,87,34,145,221,23,58,0,0,0,10,0,0,37,0,4,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2474,208,155,157,570,435,834,114,409,242,46,144,8,91,135,21,19,0,20,0,8,0,0,4,3,14,0,10,0,0,0,0,5,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2475,638,290,288,1068,659,1247,182,717,553,91,184,21,166,286,6,45,0,45,5,6,0,0,25,2,25,0,20,7,3,0,0,0,5,7,0,6,4,0,0,12,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2476,259,148,123,325,317,674,67,319,227,32,148,7,30,60,4,5,0,16,3,0,2,0,3,4,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2477,523,183,202,738,571,1181,157,602,427,73,230,12,104,222,0,19,0,54,0,0,0,0,16,2,18,0,20,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2478,473,210,167,685,473,932,118,491,407,20,183,11,88,187,3,46,0,31,2,3,4,0,9,5,0,0,17,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2481,432,96,115,833,495,1037,93,737,338,57,113,15,125,252,27,32,0,51,0,5,7,0,9,7,28,0,28,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2482,583,123,140,837,593,1056,126,686,339,53,158,12,134,227,25,58,0,37,0,2,6,0,12,6,31,0,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2483,468,295,327,783,623,1197,180,684,371,69,201,29,156,312,29,31,0,50,5,17,0,0,8,10,0,0,22,0,0,0,0,0,6,5,0,0,0,0,4,7,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2484,548,355,426,1318,701,1712,225,763,494,131,352,23,201,388,28,45,4,41,0,43,0,0,15,7,14,0,19,0,3,7,0,7,3,5,0,5,2,0,4,9,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2485,489,351,316,973,647,1320,163,646,458,91,258,23,156,304,29,39,5,33,8,7,0,0,15,4,0,17,22,0,0,0,0,6,0,4,0,0,3,0,0,9,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2486,284,203,238,671,459,916,124,458,291,55,170,26,91,193,33,13,0,26,6,17,13,0,0,4,13,0,17,0,0,0,0,0,4,6,0,4,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2487,268,209,289,875,549,1138,140,565,392,88,236,15,111,222,26,50,0,32,12,20,0,0,9,6,12,4,17,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2488,340,210,204,648,521,930,113,518,318,63,199,12,94,241,27,22,0,40,5,5,0,0,0,5,15,0,25,0,0,8,0,0,0,8,0,4,5,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2489,269,289,166,572,449,955,89,366,254,57,212,9,90,181,3,18,14,17,0,21,0,0,2,5,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2491,353,348,397,1236,881,1488,202,690,621,93,256,14,195,405,8,33,3,63,9,31,7,0,18,5,16,5,19,0,2,5,0,0,4,6,0,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2492,425,487,336,1009,903,1442,166,596,567,49,197,12,142,325,5,14,32,21,11,12,3,0,2,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2493,603,100,47,513,340,886,57,478,249,35,106,24,138,105,14,13,0,19,0,0,0,0,13,0,16,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2494,325,51,41,452,257,584,86,407,205,19,55,7,51,85,16,0,0,28,3,3,0,0,4,0,4,0,9,0,0,3,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2495,547,135,144,885,689,1163,134,782,431,70,153,16,119,212,22,45,4,50,9,3,23,0,13,3,12,3,23,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2496,442,138,168,962,613,1218,106,819,351,98,259,14,135,393,29,86,2,47,3,23,21,0,40,11,23,3,26,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2497,622,263,252,1420,852,2098,212,1172,634,194,538,32,279,563,0,45,7,89,16,31,29,0,43,20,48,11,57,58,0,6,0,12,15,0,0,0,6,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2498,484,247,159,956,601,1583,184,911,481,112,340,24,189,331,2,7,0,52,12,2,10,0,37,8,22,26,47,12,0,5,0,4,5,0,0,0,2,0,0,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2499,487,262,151,1015,737,1652,202,942,502,129,324,15,173,396,0,20,17,71,6,26,14,0,41,9,23,6,51,16,0,7,0,2,7,3,0,0,5,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2500,434,229,166,924,669,1503,182,967,364,85,332,30,150,398,0,14,0,78,7,2,14,0,17,10,58,3,36,0,0,3,0,2,14,0,0,0,6,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2501,692,341,249,1259,842,1920,229,1192,524,144,348,26,218,464,0,40,22,80,6,50,10,0,30,12,58,5,47,8,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2502,730,463,359,1814,1192,2570,289,1444,698,278,606,45,354,789,0,61,21,82,13,60,7,0,46,21,85,20,48,14,0,9,0,15,8,11,0,0,0,0,0,0,0,3,0,4,6,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2503,327,520,518,1491,988,1919,228,852,562,119,489,23,168,529,10,28,15,50,13,13,8,0,32,12,26,0,25,5,2,0,0,3,0,7,0,4,5,0,0,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2507,3385,179,314,627,1025,1726,75,838,389,232,494,48,272,425,0,54,43,51,0,26,8,0,32,2,25,0,25,8,0,0,0,0,2,7,0,4,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2508,1290,109,283,344,559,1203,105,788,307,174,247,26,182,283,0,36,169,27,0,28,26,0,13,0,10,0,0,5,2,0,0,25,0,0,0,3,0,0,2,14,0,0,0,3,0,5,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2509,3306,99,100,150,358,619,67,373,218,87,146,19,69,101,0,13,11,22,0,0,3,0,2,3,10,0,8,0,0,2,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2510,538,127,511,762,1027,1901,278,1079,605,165,311,44,238,566,0,27,7,49,0,36,15,0,25,8,0,0,26,14,0,4,0,21,3,7,4,9,0,0,9,15,0,0,2,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2511,503,156,192,344,628,1031,233,675,357,149,141,28,147,256,0,44,5,17,0,5,14,0,2,0,0,0,7,7,0,4,0,12,0,4,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2512,824,217,528,491,919,1653,231,949,473,252,346,63,198,550,0,43,22,79,0,20,48,0,15,5,46,0,11,9,2,10,0,35,15,10,0,0,0,0,16,2,0,0,3,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2513,279,132,593,737,459,1171,147,769,301,132,246,26,150,248,0,7,15,67,8,2,0,0,12,0,5,0,13,17,0,7,0,0,5,0,0,6,0,0,0,6,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2514,476,719,565,644,1582,1807,95,871,294,228,495,37,179,477,3,17,40,42,9,57,25,0,24,0,7,0,34,7,0,6,0,3,3,0,0,0,5,0,0,0,0,8,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2515,944,582,430,844,1256,1956,33,1044,673,63,188,42,303,566,0,211,121,64,0,41,59,0,46,0,0,0,0,0,6,24,0,47,0,0,5,0,0,0,3,10,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2518,856,407,298,656,1006,1563,77,808,628,58,126,28,233,392,4,113,76,81,0,22,29,0,79,0,0,0,2,0,2,4,0,5,0,0,4,0,0,0,0,6,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2521,577,191,469,786,912,1951,130,979,400,299,617,56,235,350,2,11,43,84,4,38,31,0,28,0,5,0,33,24,0,9,0,4,0,7,0,3,0,0,5,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2522,417,113,377,673,730,1584,73,851,298,228,619,40,205,325,5,0,106,74,4,22,13,0,15,0,11,0,31,16,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2523,870,222,860,1168,1326,2798,193,1443,564,392,688,66,350,727,3,33,56,133,0,23,65,0,21,3,9,0,40,38,5,0,0,12,8,10,0,7,7,0,5,0,0,0,0,0,0,4,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2524,300,78,738,456,223,480,159,549,143,103,44,28,78,45,0,2,0,44,0,4,34,0,4,0,0,0,7,15,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2525,379,88,630,486,326,700,169,771,184,135,130,41,126,195,0,0,3,52,0,11,65,4,5,0,38,0,4,14,0,0,0,5,5,0,0,7,2,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2526,373,147,453,378,422,1002,190,791,284,150,138,24,176,336,0,11,6,39,0,14,37,0,31,4,30,0,17,25,0,8,0,10,5,0,0,6,0,0,5,8,0,0,0,2,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2527,391,129,376,306,463,703,143,556,167,180,107,18,107,163,0,4,6,45,0,7,21,5,6,0,25,0,0,12,0,6,0,7,5,0,3,5,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_2528,371,89,374,443,415,1048,103,648,249,131,155,33,145,223,0,6,6,49,5,0,6,0,11,0,5,0,43,11,0,9,0,9,0,0,0,0,0,0,4,0,0,0,0,0,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
