index,d__Bacteria;__,d__Bacteria;p__Firmicutes,d__Archaea;p__Crenarchaeota,d__Bacteria;p__Chloroflexi,d__Bacteria;p__Actinobacteriota,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Methylomirabilota,d__Bacteria;p__Acidobacteriota,d__Bacteria;p__Gemmatimonadota,d__Bacteria;p__Verrucomicrobiota,d__Bacteria;p__Bacteroidota,d__Bacteria;p__Nitrospirota,d__Bacteria;p__Myxococcota,d__Bacteria;p__Planctomycetota,d__Bacteria;p__Deinococcota,d__Bacteria;p__Patescibacteria,d__Bacteria;p__Cyanobacteria,d__Bacteria;p__Latescibacterota,d__Bacteria;p__Halanaerobiaeota,d__Bacteria;p__Bdellovibrionota,d__Archaea;p__Thermoplasmatota,d__Bacteria;p__RCP2-54,d__Bacteria;p__Armatimonadota,d__Archaea;p__Halobacterota,d__Bacteria;p__Desulfobacterota,d__Bacteria;p__MBNT15,d__Bacteria;p__NB1-j,d__Bacteria;p__GAL15,Unassigned;__,d__Bacteria;p__FCPU426,d__Bacteria;p__Abditibacteriota,d__Bacteria;p__Elusimicrobiota,d__Bacteria;p__Zixibacteria,d__Bacteria;p__Entotheonellaeota,d__Bacteria;p__WPS-2,d__Bacteria;p__Dadabacteria,d__Bacteria;p__WS2,d__Bacteria;p__Nitrospinota,d__Archaea;p__Aenigmarchaeota,d__Archaea;__,d__Eukaryota;p__Mucoromycota,d__Archaea;p__Euryarchaeota,d__Bacteria;p__Sumerlaeota,d__Bacteria;p__Fibrobacterota,d__Bacteria;p__Spirochaetota,d__Archaea;p__Nanoarchaeota,d__Bacteria;p__Dependentiae,d__Eukaryota;p__Chlorophyta,d__Bacteria;p__Hydrogenedentes,d__Eukaryota;p__Peronosporomycetes,d__Eukaryota;p__Holozoa,d__Archaea;p__Micrarchaeota,d__Eukaryota;__,d__Bacteria;p__Sva0485,d__Bacteria;p__Caldatribacteriota,d__Eukaryota;p__Cnidaria,d__Bacteria;p__Deferrisomatota,d__Bacteria;p__Campylobacterota,d__Eukaryota;p__SAR,d__Eukaryota;p__Ochrophyta,d__Eukaryota;p__Nematozoa,d__Bacteria;p__WS1,d__Bacteria;p__TX1A-33,d__Eukaryota;p__Ascomycota,d__Bacteria;p__Margulisbacteria,d__Bacteria;p__WOR-1,d__Bacteria;p__WS4,d__Eukaryota;p__Bicosoecida,d__Eukaryota;p__Zoopagomycota,d__Eukaryota;p__Ciliophora,d__Bacteria;p__DTB120,d__Eukaryota;p__MAST-12,d__Eukaryota;p__Amoebozoa,d__Archaea;p__Asgardarchaeota,d__Eukaryota;p__Diatomea,d__Eukaryota;p__Heterolobosea,d__Bacteria;p__TA06,d__Eukaryota;p__Cryptomycota,d__Bacteria;p__Cloacimonadota
S_0552,600,30,125,423,376,822,104,501,196,71,222,15,154,184,0,3,42,58,0,11,11,0,26,0,3,0,9,0,0,0,0,9,0,4,0,0,2,0,0,0,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0553,549,19,87,287,514,409,15,132,100,19,33,14,23,42,0,0,15,0,0,4,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0554,538,16,306,769,900,846,21,396,331,33,64,22,108,135,0,10,33,13,0,12,51,0,17,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,37,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0555,719,13,373,540,757,1026,2,75,98,33,71,4,19,38,0,3,42,0,0,2,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0556,509,12,265,764,900,692,20,349,244,39,77,10,80,100,0,0,34,9,0,15,79,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0557,308,10,241,491,641,552,10,186,159,50,40,17,48,53,0,0,37,4,0,0,41,0,14,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0558,1046,24,690,1049,1289,1713,8,236,117,102,168,16,40,109,0,14,80,0,0,7,175,5,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0559,559,14,326,433,518,906,5,95,35,26,119,5,7,29,0,5,38,0,0,0,43,3,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0560,982,20,301,811,938,917,19,368,279,78,75,25,107,115,0,0,67,17,0,12,56,0,23,0,0,0,2,0,8,0,0,6,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0561,835,26,364,697,805,776,13,231,261,61,70,17,74,104,0,4,36,9,0,12,70,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0562,644,29,317,949,1026,1059,22,499,632,70,72,51,179,192,0,27,60,22,0,34,111,0,16,0,2,0,0,0,2,0,0,12,0,0,0,0,0,0,0,62,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0563,1367,42,753,858,1115,1601,21,218,235,86,120,27,79,130,0,0,97,0,0,18,120,0,5,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0564,1188,22,411,1164,1230,1279,29,497,636,88,152,49,160,219,0,32,73,15,0,37,258,3,14,0,0,0,0,0,4,0,0,18,0,0,0,0,0,0,0,32,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0565,1233,36,437,1150,1347,1067,22,427,350,115,104,27,125,202,0,2,66,5,0,4,82,0,18,0,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0566,577,13,229,343,445,616,7,53,47,36,44,3,6,42,0,2,24,0,0,0,53,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0567,1217,12,518,810,921,1457,7,162,91,62,137,11,24,103,0,7,68,0,0,3,129,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0568,831,12,296,797,929,822,15,396,287,59,81,20,92,120,0,5,63,9,0,16,82,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0569,770,43,206,596,300,789,67,502,203,60,114,37,162,176,0,0,10,42,0,0,0,15,15,0,0,0,6,0,0,10,0,19,0,0,0,0,0,0,0,31,0,0,0,13,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0570,465,30,131,377,290,672,87,392,187,131,170,43,153,162,0,2,26,124,0,11,14,0,23,0,9,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0571,589,12,236,764,409,988,110,619,211,144,248,40,256,278,0,0,27,142,0,2,37,5,25,0,0,0,9,8,0,0,0,16,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0572,1050,10,266,1017,426,654,52,588,148,63,46,28,136,285,0,3,93,39,0,0,0,11,28,0,0,0,0,12,0,10,0,31,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0573,759,27,360,856,920,850,14,340,337,93,55,29,148,148,0,13,70,3,0,27,102,2,31,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0574,975,23,667,853,943,1595,6,171,132,66,100,19,60,137,0,10,50,0,0,8,122,2,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0575,875,21,606,737,717,1390,5,117,76,50,81,8,57,64,0,8,58,0,0,6,131,2,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0576,1003,21,366,858,796,948,25,398,380,92,93,36,150,222,0,23,105,20,0,9,156,0,26,0,2,0,0,0,0,4,0,12,0,0,0,0,0,0,0,22,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0577,756,37,187,546,362,766,69,512,257,80,110,44,144,176,0,10,29,102,0,11,0,0,13,0,0,0,0,0,0,3,0,5,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0579,483,8,77,351,214,479,66,321,117,42,105,19,115,106,0,2,6,50,0,11,10,2,20,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0581,547,0,196,441,151,276,20,176,46,13,14,8,55,87,0,0,20,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0582,451,8,107,359,213,434,43,276,109,33,49,13,84,85,0,0,12,27,0,7,0,4,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0583,579,0,228,619,289,593,33,398,170,42,73,26,132,132,0,0,28,32,0,0,0,9,24,0,0,0,0,0,0,6,0,5,0,0,2,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0584,899,0,197,839,349,516,34,376,101,33,34,16,154,200,0,4,116,12,0,0,4,11,28,0,0,0,0,0,0,8,0,14,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0585,560,206,118,311,358,462,14,107,154,6,81,7,29,112,2,4,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0586,1326,775,21,651,339,314,0,84,104,19,395,0,74,84,0,3,9,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0587,766,461,29,260,290,193,23,65,152,0,16,0,39,49,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0588,1000,1072,10,91,361,146,5,16,42,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0590,855,1067,16,98,252,71,0,17,54,0,3,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0591,739,894,8,110,160,60,5,18,44,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0592,610,456,158,458,611,624,22,162,176,12,101,0,52,106,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0593,521,184,220,277,356,614,9,78,173,18,151,4,34,124,0,0,0,0,0,4,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0594,588,303,185,389,553,613,5,147,92,5,56,4,15,123,0,3,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0595,411,178,248,279,276,368,9,100,78,9,29,0,36,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0596,457,205,133,303,396,496,9,85,63,2,51,7,11,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0597,803,279,80,467,180,328,36,156,113,24,114,8,62,95,107,0,3,0,0,5,0,0,43,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0598,1260,477,134,850,296,337,36,136,112,67,238,0,65,135,201,2,0,0,0,8,0,0,46,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0599,1049,410,225,774,498,838,76,204,287,33,210,12,123,200,3,2,0,0,0,0,0,0,27,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0600,1592,479,70,643,352,481,21,122,153,16,270,3,74,72,3,6,6,0,0,2,0,0,24,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0601,894,282,36,610,673,751,0,138,759,36,46,0,107,103,4,21,0,0,0,18,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0602,455,88,8,184,305,327,0,66,440,13,34,0,46,36,0,2,0,4,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0603,337,67,47,225,254,492,0,111,214,25,103,7,53,78,0,0,0,6,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0605,718,182,35,331,555,481,0,101,629,21,34,0,58,52,0,2,0,0,0,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0606,584,137,135,498,560,899,17,304,433,81,190,16,87,165,8,2,21,18,0,9,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0608,1046,352,375,447,572,1140,0,155,313,30,252,5,68,180,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0609,475,11,229,176,248,289,50,288,99,22,0,14,44,58,0,2,0,15,0,0,8,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0610,590,11,294,237,418,377,55,411,174,53,42,13,37,79,0,0,6,22,0,0,10,0,24,0,10,0,0,38,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0611,187,22,208,160,300,313,35,216,94,13,38,9,51,62,0,0,0,35,0,2,13,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0613,340,43,266,316,455,575,79,379,111,39,138,12,63,181,0,0,0,38,0,0,11,0,19,3,18,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0614,253,28,268,244,427,436,65,289,104,18,59,15,67,141,0,0,0,36,0,0,17,0,18,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0615,152,17,206,175,342,346,34,247,77,17,49,12,38,86,0,0,0,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0616,313,36,246,279,434,533,89,285,128,24,79,11,60,152,3,0,0,29,0,8,6,0,9,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0617,986,14,405,247,634,375,78,321,130,73,84,20,50,159,0,4,10,26,0,8,48,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0620,872,34,256,192,341,386,54,262,84,46,65,15,31,81,0,2,0,13,0,0,9,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0622,1083,12,201,221,345,341,42,282,119,30,22,15,19,63,0,3,3,16,0,0,14,0,6,0,12,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0623,521,13,301,236,354,512,49,338,149,49,27,18,58,77,0,4,0,30,0,2,16,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0624,812,32,276,271,368,299,78,348,102,43,23,0,24,80,0,4,0,22,0,0,41,0,0,0,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0625,599,11,304,187,293,314,63,259,99,34,18,17,51,103,0,4,8,30,0,0,44,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0626,481,0,278,141,285,316,78,257,114,41,28,20,51,75,0,2,0,0,0,3,47,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0628,643,17,341,172,304,387,44,242,89,26,33,20,27,75,0,0,6,16,0,3,44,0,0,0,0,0,0,18,0,2,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0629,883,0,338,213,408,472,51,304,139,57,131,15,49,92,0,2,9,33,0,0,29,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0631,996,19,456,386,573,535,119,401,161,62,61,27,91,119,0,5,15,38,0,10,91,0,13,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,5,24,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0632,590,0,306,211,256,326,47,193,80,27,54,16,20,70,0,3,0,14,0,0,25,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0638,878,53,116,161,238,346,31,233,99,37,31,14,44,79,0,7,21,17,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0644,1549,67,132,172,187,513,35,297,139,8,55,12,57,90,0,0,11,14,0,0,7,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0646,1499,57,72,161,285,511,8,174,110,36,79,9,33,87,0,0,23,0,0,6,0,0,12,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0647,2252,99,175,278,409,705,12,307,170,37,72,16,58,143,2,7,43,0,0,0,5,10,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0649,1030,25,112,213,223,359,34,279,157,35,18,15,35,76,0,0,14,24,0,4,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0650,1276,24,130,170,234,350,58,227,171,25,39,17,40,58,0,2,19,21,0,0,7,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0651,1422,6,121,165,257,323,47,213,167,20,33,17,58,95,0,0,31,28,0,4,13,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
