# Constructed from biom file
#OTU ID	2020-Hojo-A-01_S1	2020-Hojo-A-02_S2	2020-Hojo-A-03_S3	2020-Hojo-A-04_S4	2020-Hojo-A-06_S6	2020-Hojo-A-07_S7	2020-Hojo-A-08_S8	2020-Hojo-A-09_S9	2020-Hojo-A-10_S10	2020-Hojo-AK-01_S31	2020-Hojo-AK-02_S32	2020-Hojo-AK-03_S33	2020-Hojo-AK-04_S34	2020-Hojo-AK-05_S35	2020-Hojo-AK-06_S36	2020-Hojo-AK-07_S37	2020-Hojo-AK-08_S38	2020-Hojo-AK-09_S39	2020-Hojo-AK-10_S40	2020-Hojo-H-61_S41	2020-Hojo-H-62_S42	2020-Hojo-H-63_S43	2020-Hojo-H-64_S44	2020-Hojo-H-65_S45	2020-Hojo-H-66_S46	2020-Hojo-H-67_S47	2020-Hojo-H-68_S48	2020-Hojo-H-69_S49	2020-Hojo-H-70_S50	2020-Hojo-M-01_S51	2020-Hojo-M-02_S52	2020-Hojo-M-03_S53	2020-Hojo-M-04_S54	2020-Hojo-M-05_S55	2020-Hojo-M-06_S56	2020-Hojo-M-07_S57	2020-Hojo-M-08_S58	2020-Hojo-M-09_S59	2020-Hojo-M-10_S60	2020-Hojo-N-01_S11	2020-Hojo-N-02_S12	2020-Hojo-N-03_S13	2020-Hojo-N-04_S14	2020-Hojo-N-05_S15	2020-Hojo-N-06_S16	2020-Hojo-N-07_S17	2020-Hojo-N-08_S18	2020-Hojo-N-09_S19	2020-Hojo-N-10_S20	2020-Hojo-NA-01_S61	2020-Hojo-NA-02_S62	2020-Hojo-NA-03_S63	2020-Hojo-NA-04_S64	2020-Hojo-NA-05_S65	2020-Hojo-NA-06_S66	2020-Hojo-NA-07_S67	2020-Hojo-NA-08_S68	2020-Hojo-NA-09_S69	2020-Hojo-NA-10_S70	2020-Hojo-S-1_S21	2020-Hojo-S-10_S30	2020-Hojo-S-2_S22	2020-Hojo-S-3_S23	2020-Hojo-S-4_S24	2020-Hojo-S-5_S25	2020-Hojo-S-6_S26	2020-Hojo-S-7_S27	2020-Hojo-S-8_S28	2020-Hojo-S-9_S29	2021-Hojo-001_S1	2021-Hojo-002_S2	2021-Hojo-003_S3	2021-Hojo-004_S4	2021-Hojo-005_S5	2021-Hojo-006_S6	2021-Hojo-007_S7	2021-Hojo-008_S8	2021-Hojo-009_S9	2021-Hojo-010_S10	2021-Hojo-011_S11	2021-Hojo-012_S12	2021-Hojo-013_S13	2021-Hojo-014_S14	2021-Hojo-015_S15	2021-Hojo-016_S16	2021-Hojo-017_S17	2021-Hojo-018_S18	2021-Hojo-019_S19	2021-Hojo-020_S20	2021-Hojo-021_S83	2021-Hojo-022_S22	2021-Hojo-023_S23	2021-Hojo-024_S24	2021-Hojo-025_S25	2021-Hojo-026_S26	2021-Hojo-027_S27	2021-Hojo-028_S28	2021-Hojo-029_S84	2021-Hojo-030_S30	2021-Hojo-031_S31	2021-Hojo-032_S32	2021-Hojo-033_S33	2021-Hojo-034_S34	2021-Hojo-035_S35	2021-Hojo-036_S36	2021-Hojo-037_S37	2021-Hojo-038_S38	2021-Hojo-039_S39	2021-Hojo-040_S40	2021-Hojo-041_S41	2021-Hojo-042_S42	2021-Hojo-043_S43	2021-Hojo-044_S44	2021-Hojo-045_S45	2021-Hojo-046_S46	2021-Hojo-047_S47	2021-Hojo-048_S48	2021-Hojo-049_S49	2021-Hojo-050_S50	2021-Hojo-051_S51	2021-Hojo-052_S52	2021-Hojo-053_S85	2021-Hojo-054_S54	2021-Hojo-055_S55	2021-Hojo-056_S56	2021-Hojo-057_S57	2021-Hojo-058_S58	2021-Hojo-059_S59	2021-Hojo-060_S60	2021-Hojo-061_S86	2021-Hojo-062_S62	2021-Hojo-063_S63	2021-Hojo-064_S64	2021-Hojo-065_S65	2021-Hojo-066_S66	2021-Hojo-067_S67	2021-Hojo-068_S68	2021-Hojo-069_S69	2021-Hojo-070_S70	2021-Hojo-071_S71	2021-Hojo-072_S72	2021-Hojo-073_S73	2021-Hojo-074_S74	2021-Hojo-075_S75	2021-Hojo-076_S76	2021-Hojo-077_S77	2021-Hojo-078_S78	2021-Hojo-079_S79	2021-Hojo-080_S80	2021-Hojo-081_S81	2021-Hojo-082_S82	2021-Hojo-083_S83	2021-Hojo-084_S84	2021-Hojo-085_S69	2021-Hojo-086_S87	2021-Hojo-087_S87	2021-Hojo-088_S88	2021-Hojo-089_S89	2021-Hojo-090_S90	2021-Hojo-091_S91	2021-Hojo-092_S92	2021-Hojo-093_S70	2021-Hojo-094_S94	2021-Hojo-095_S95	2021-Hojo-096_S96	2021-Hojo-097_S97	2021-Hojo-098_S98	2021-Hojo-099_S99	2021-Hojo-100_S100	2021-Hojo-101_S71	2021-Hojo-102_S102	2021-Hojo-103_S103	2021-Hojo-104_S104	2021-Hojo-105_S105	2021-Hojo-106_S106	2021-Hojo-107_S107	2021-Hojo-108_S108	2021-Hojo-109_S109	2021-Hojo-110_S88	2021-Hojo-111_S111	2021-Hojo-112_S112	2021-Hojo-113_S113	2021-Hojo-114_S114	2021-Hojo-115_S115	2021-Hojo-116_S116	2021-Hojo-117_S117	2021-Hojo-118_S89	2021-Hojo-119_S119	2021-Hojo-120_S120	2021-Hojo-121_S121	2021-Hojo-122_S122	2021-Hojo-123_S123	2021-Hojo-124_S124	2021-Hojo-125_S125	2021-Hojo-126_S126	2021-Hojo-127_S127	2021-Hojo-128_S128	2021-Hojo-129_S129	2021-Hojo-130_S130	2021-Hojo-131_S131	2021-Hojo-132_S132	2021-Hojo-133_S133	2021-Hojo-134_S134	2021-Hojo-135_S135	2021-Hojo-136_S136	2021-Hojo-137_S137	2021-Hojo-138_S138	2021-Hojo-139_S139	2021-Hojo-140_S140	2022-Hojo-001_S1	2022-Hojo-002_S2	2022-Hojo-003_S3	2022-Hojo-004_S4	2022-Hojo-005_S5	2022-Hojo-006_S6	2022-Hojo-007_S7	2022-Hojo-008_S8	2022-Hojo-009_S9	2022-Hojo-010_S10	2022-Hojo-011_S11	2022-Hojo-012_S12	2022-Hojo-013_S13	2022-Hojo-014_S14	2022-Hojo-015_S15	2022-Hojo-016_S16	2022-Hojo-017_S17	2022-Hojo-018_S18	2022-Hojo-019_S19	2022-Hojo-020_S20	2022-Hojo-022_S22	2022-Hojo-023_S23	2022-Hojo-024_S24	2022-Hojo-025_S25	2022-Hojo-026_S26	2022-Hojo-027_S27	2022-Hojo-028_S28	2022-Hojo-030_S30	2022-Hojo-031_S31	2022-Hojo-032_S32	2022-Hojo-033_S33	2022-Hojo-034_S34	2022-Hojo-035_S35	2022-Hojo-036_S36	2022-Hojo-037_S37	2022-Hojo-038_S38	2022-Hojo-039_S39	2022-Hojo-040_S40	2022-Hojo-041_S41	2022-Hojo-042_S42	2022-Hojo-043_S43	2022-Hojo-044_S44	2022-Hojo-045_S45	2022-Hojo-046_S46	2022-Hojo-047_S47	2022-Hojo-048_S48	2022-Hojo-049_S49	2022-Hojo-050_S50	2022-Hojo-051_S51	2022-Hojo-052_S52	2022-Hojo-054_S54	2022-Hojo-055_S55	2022-Hojo-056_S56	2022-Hojo-057_S57	2022-Hojo-058_S58	2022-Hojo-059_S59	2022-Hojo-060_S60	2022-Hojo-062_S62	2022-Hojo-063_S63	2022-Hojo-064_S64	2022-Hojo-065_S65	2022-Hojo-066_S66	2022-Hojo-067_S67	2022-Hojo-068_S68	2022-Hojo-069_S69	2022-Hojo-070_S70	2022-Hojo-071_S71	2022-Hojo-072_S72	2022-Hojo-073_S73	2022-Hojo-074_S74	2022-Hojo-075_S75	2022-Hojo-076_S76	2022-Hojo-077_S77	2022-Hojo-078_S78	2022-Hojo-079_S79	2022-Hojo-080_S80	2022-Hojo-081_S81	2022-Hojo-082_S82	2022-Hojo-083_S83	2022-Hojo-084_S84	2022-Hojo-086_S86	2022-Hojo-087_S87	2022-Hojo-088_S88	2022-Hojo-089_S89	2022-Hojo-090_S90	2022-Hojo-091_S91	2022-Hojo-092_S92	2022-Hojo-094_S94	2022-Hojo-095_S95	2022-Hojo-096_S96	2022-Hojo-097_S97	2022-Hojo-098_S98	2022-Hojo-099_S99	2022-Hojo-100_S100	2022-Hojo-102_S102	2022-Hojo-103_S103	2022-Hojo-104_S104
d__Bacteria;p__Chloroflexi	17996.0	4419.0	22446.0	28615.0	24094.0	24352.0	19532.0	7977.0	21982.0	40269.0	20925.0	24912.0	12380.0	33275.0	20179.0	2184.0	19329.0	17411.0	17638.0	14119.0	11356.0	6074.0	11035.0	2808.0	10354.0	11539.0	12977.0	10170.0	25628.0	16666.0	16021.0	16177.0	14320.0	18562.0	13302.0	24636.0	15846.0	23109.0	20350.0	38855.0	18589.0	3178.0	19623.0	16329.0	18252.0	14130.0	9780.0	21588.0	19692.0	19006.0	13306.0	9340.0	15221.0	6486.0	5528.0	9463.0	17960.0	1305.0	23791.0	10162.0	4925.0	4343.0	11247.0	10605.0	14062.0	16933.0	11694.0	5581.0	23415.0	16239.0	23117.0	8952.0	9800.0	22347.0	15993.0	25634.0	7879.0	12661.0	14595.0	11163.0	6804.0	8878.0	9569.0	12543.0	8416.0	7051.0	5503.0	4429.0	8789.0	17743.0	11888.0	10424.0	16365.0	5681.0	7744.0	10801.0	12736.0	27782.0	8411.0	6253.0	11196.0	7371.0	9455.0	7178.0	7920.0	6380.0	7606.0	8929.0	6741.0	10394.0	9478.0	4272.0	3699.0	7807.0	8991.0	14943.0	7067.0	10441.0	8033.0	9536.0	12491.0	24621.0	14130.0	11475.0	16822.0	7510.0	6958.0	8615.0	13084.0	22596.0	10846.0	4291.0	12324.0	10379.0	11688.0	8377.0	11355.0	12880.0	10992.0	6180.0	6674.0	12265.0	8854.0	8183.0	9171.0	9292.0	6641.0	10103.0	6646.0	8187.0	8090.0	8037.0	9824.0	1088.0	20064.0	9518.0	4886.0	9971.0	6245.0	12647.0	6894.0	7215.0	7393.0	12113.0	11630.0	6969.0	7964.0	6658.0	9058.0	31278.0	9928.0	6670.0	11407.0	2954.0	3469.0	4288.0	7048.0	4798.0	12901.0	6797.0	8108.0	10881.0	5966.0	9594.0	7907.0	13565.0	11644.0	5547.0	2460.0	3741.0	8236.0	7484.0	3821.0	4072.0	6346.0	6870.0	824.0	3907.0	5185.0	8450.0	4869.0	4102.0	4956.0	4645.0	8818.0	4185.0	6556.0	3516.0	3534.0	13227.0	18890.0	8069.0	13987.0	19539.0	20068.0	11559.0	15255.0	15804.0	15289.0	16990.0	8671.0	6241.0	5192.0	7663.0	4022.0	4675.0	2253.0	4761.0	9126.0	9381.0	6021.0	8371.0	7610.0	7986.0	7312.0	8139.0	10088.0	10234.0	15767.0	7638.0	9070.0	8052.0	10698.0	7159.0	7967.0	6114.0	4735.0	7227.0	5384.0	8135.0	5449.0	5576.0	7316.0	14389.0	10507.0	13524.0	1699.0	19011.0	20643.0	16401.0	21619.0	24599.0	5089.0	7655.0	6837.0	6341.0	9959.0	12328.0	28915.0	19847.0	22398.0	20473.0	13727.0	19249.0	23160.0	15070.0	18065.0	21726.0	14349.0	19106.0	16024.0	18354.0	8285.0	9852.0	7836.0	9169.0	4450.0	9229.0	9889.0	8834.0	7150.0	5371.0	5693.0	4162.0	8614.0	8135.0	10112.0	5491.0	11837.0	7763.0	9822.0	6761.0	13019.0	7770.0	8419.0	14080.0
d__Bacteria;p__Planctomycetota	2196.0	441.0	4504.0	4649.0	3379.0	3907.0	4584.0	3329.0	5865.0	11244.0	3744.0	5785.0	3295.0	4744.0	5241.0	659.0	5971.0	4905.0	3768.0	1550.0	2732.0	1322.0	3088.0	343.0	3165.0	3709.0	4341.0	4790.0	7916.0	5418.0	5735.0	6213.0	4955.0	7444.0	5555.0	8624.0	6465.0	9516.0	6627.0	17999.0	12420.0	1153.0	7442.0	5163.0	6317.0	5757.0	4522.0	3362.0	2426.0	7068.0	6475.0	2747.0	9950.0	2802.0	2957.0	4785.0	2776.0	111.0	2406.0	2782.0	628.0	1036.0	3223.0	3050.0	4347.0	5626.0	4004.0	1022.0	3458.0	12883.0	13072.0	9000.0	12245.0	13380.0	14552.0	8036.0	10920.0	16523.0	10654.0	9582.0	6298.0	9233.0	7818.0	11410.0	7151.0	6526.0	3490.0	3884.0	6701.0	14382.0	11174.0	8012.0	12085.0	4240.0	6982.0	7075.0	9921.0	24002.0	7266.0	4324.0	10395.0	6903.0	8807.0	6488.0	7433.0	6242.0	6401.0	7868.0	6959.0	10856.0	6324.0	6437.0	6052.0	5136.0	5003.0	8383.0	4253.0	6576.0	4504.0	5457.0	5476.0	11086.0	8149.0	6057.0	8506.0	4543.0	5665.0	5856.0	6735.0	11391.0	5018.0	1971.0	8360.0	6600.0	8185.0	6346.0	4150.0	6318.0	5710.0	3348.0	4695.0	8664.0	6565.0	9159.0	5436.0	5559.0	4190.0	8255.0	5971.0	7599.0	4323.0	6790.0	6399.0	614.0	15982.0	5976.0	3836.0	6121.0	5896.0	9425.0	4713.0	3624.0	5374.0	9155.0	7373.0	4812.0	5649.0	4930.0	6601.0	6740.0	6530.0	4503.0	8440.0	1324.0	2134.0	2323.0	5173.0	4607.0	11024.0	7083.0	4345.0	8306.0	2819.0	6257.0	4862.0	11467.0	7288.0	5136.0	991.0	1441.0	5056.0	4864.0	2094.0	1592.0	2656.0	6526.0	774.0	4290.0	7652.0	7919.0	7525.0	2394.0	3989.0	4855.0	7341.0	2421.0	3930.0	2291.0	2598.0	2929.0	4718.0	6088.0	3000.0	3114.0	3720.0	3748.0	4836.0	4815.0	4885.0	3684.0	4004.0	5615.0	4994.0	6587.0	3731.0	3010.0	1833.0	1702.0	3322.0	3457.0	3983.0	5671.0	6150.0	3927.0	2535.0	4023.0	4637.0	4440.0	7461.0	5637.0	4822.0	4500.0	8936.0	5113.0	4987.0	3041.0	2718.0	4689.0	3050.0	7265.0	3785.0	3465.0	3241.0	5584.0	4181.0	6523.0	421.0	3950.0	8715.0	4959.0	4631.0	6263.0	2990.0	4820.0	7027.0	7288.0	5185.0	2001.0	5183.0	5958.0	6920.0	5932.0	3331.0	5085.0	5411.0	3404.0	4088.0	7498.0	5550.0	7651.0	5598.0	7077.0	5493.0	7024.0	5394.0	5842.0	4198.0	6445.0	5446.0	7744.0	5959.0	5605.0	3191.0	1440.0	5444.0	3815.0	3582.0	2680.0	8061.0	4631.0	6901.0	6952.0	5172.0	2895.0	2964.0	7359.0
d__Bacteria;p__Proteobacteria	20788.0	7406.0	30483.0	35168.0	29946.0	31779.0	28293.0	17949.0	39380.0	52001.0	28773.0	33107.0	21001.0	29116.0	35918.0	5025.0	29541.0	36596.0	21062.0	13123.0	19080.0	11224.0	21529.0	4585.0	17481.0	18580.0	22954.0	20377.0	35497.0	33981.0	31093.0	36202.0	23551.0	34594.0	27773.0	36447.0	28079.0	38623.0	35130.0	60842.0	50031.0	10087.0	36737.0	29247.0	31962.0	21052.0	24163.0	23638.0	19469.0	45651.0	33499.0	22670.0	39448.0	19311.0	19368.0	25033.0	23836.0	2465.0	30169.0	19894.0	6340.0	22514.0	21978.0	23075.0	27677.0	43484.0	36185.0	20876.0	42988.0	28367.0	29835.0	24327.0	26879.0	32941.0	34853.0	17620.0	19277.0	27820.0	20874.0	18858.0	15487.0	21903.0	15568.0	26122.0	13624.0	13067.0	9872.0	8433.0	14912.0	34651.0	21755.0	18804.0	26237.0	10450.0	14679.0	15368.0	20285.0	47441.0	16770.0	10069.0	22131.0	14956.0	20093.0	15890.0	16981.0	16799.0	15925.0	15891.0	14229.0	23197.0	18441.0	14616.0	13740.0	16624.0	11695.0	18088.0	12253.0	16611.0	13908.0	14342.0	15207.0	31640.0	21697.0	18389.0	23316.0	11247.0	12290.0	12842.0	14855.0	26609.0	12542.0	6532.0	19807.0	15362.0	21225.0	15282.0	10828.0	16913.0	15200.0	8953.0	12477.0	20930.0	15537.0	18562.0	13352.0	15436.0	10242.0	21254.0	15346.0	18230.0	11351.0	14437.0	15188.0	2877.0	35580.0	13681.0	10939.0	18773.0	13862.0	20375.0	10546.0	13048.0	14823.0	18865.0	15126.0	10480.0	13096.0	12334.0	13266.0	15960.0	15343.0	10790.0	21916.0	4484.0	6223.0	7502.0	11179.0	11097.0	32565.0	12020.0	8715.0	22702.0	8838.0	13456.0	11877.0	16484.0	18683.0	9606.0	3698.0	7269.0	14350.0	11717.0	5784.0	6758.0	8808.0	11134.0	2002.0	7388.0	13495.0	13381.0	12121.0	6743.0	10933.0	9278.0	17721.0	5792.0	8335.0	6282.0	4828.0	11381.0	17083.0	20515.0	12772.0	17087.0	17601.0	12308.0	14043.0	14733.0	16752.0	14573.0	12492.0	13887.0	12545.0	20601.0	10493.0	10153.0	8225.0	8979.0	12352.0	11592.0	11536.0	13356.0	12374.0	15022.0	15199.0	14322.0	18423.0	11180.0	17843.0	12889.0	17280.0	17477.0	16771.0	14677.0	13737.0	9977.0	10822.0	13178.0	9280.0	16849.0	11997.0	16932.0	9892.0	14553.0	9994.0	15827.0	3192.0	14639.0	18604.0	15870.0	13162.0	20436.0	8996.0	14600.0	14200.0	15226.0	9283.0	6060.0	13345.0	13601.0	13534.0	12247.0	8114.0	15009.0	14804.0	9580.0	10188.0	16465.0	13144.0	19217.0	13047.0	18778.0	11459.0	14054.0	11172.0	11846.0	8173.0	13951.0	12754.0	15289.0	10004.0	10883.0	7789.0	5242.0	10427.0	10170.0	10304.0	7067.0	14713.0	9227.0	13140.0	13373.0	10153.0	7468.0	4923.0	13281.0
d__Bacteria;p__Acidobacteriota	8157.0	4476.0	18832.0	23609.0	15825.0	12854.0	17882.0	10009.0	16468.0	34770.0	17482.0	16345.0	20462.0	17448.0	22914.0	3109.0	17708.0	18010.0	13521.0	7720.0	12347.0	7053.0	14278.0	3657.0	13435.0	13268.0	16656.0	17755.0	22965.0	16784.0	21328.0	21727.0	14763.0	22874.0	17242.0	28542.0	21506.0	28115.0	21915.0	23983.0	16576.0	2719.0	17892.0	12729.0	11475.0	10246.0	7728.0	8051.0	8139.0	29933.0	24164.0	12945.0	29349.0	14252.0	13193.0	15966.0	16547.0	1582.0	17832.0	11368.0	2037.0	1403.0	10551.0	9755.0	13158.0	18371.0	11123.0	7742.0	13695.0	21772.0	18496.0	11412.0	14967.0	27778.0	18042.0	10128.0	10510.0	20511.0	14738.0	11521.0	8075.0	11537.0	8807.0	12495.0	7460.0	7292.0	5550.0	4422.0	8466.0	20614.0	12697.0	12011.0	15647.0	6798.0	9047.0	9020.0	12780.0	27683.0	10409.0	6613.0	13055.0	10273.0	12277.0	8163.0	9304.0	5884.0	8493.0	9788.0	7606.0	11963.0	8738.0	6874.0	6981.0	6199.0	8937.0	13344.0	7254.0	10191.0	7607.0	10390.0	10528.0	21483.0	14579.0	10942.0	12144.0	7158.0	9366.0	8079.0	8930.0	18848.0	9451.0	4017.0	12470.0	10228.0	11336.0	9065.0	8474.0	10417.0	10303.0	6463.0	8056.0	13201.0	10332.0	12454.0	8888.0	8437.0	6965.0	12480.0	8325.0	10696.0	7096.0	8490.0	8789.0	2838.0	31389.0	10225.0	7493.0	12635.0	9965.0	14852.0	8410.0	4863.0	9951.0	13617.0	12523.0	7485.0	9434.0	8095.0	9912.0	8754.0	10925.0	7274.0	13388.0	2744.0	4297.0	4752.0	7629.0	6293.0	19323.0	8070.0	6220.0	12146.0	5961.0	13389.0	10178.0	13019.0	15920.0	7765.0	2030.0	3508.0	6943.0	7465.0	3926.0	3518.0	3900.0	9190.0	2723.0	5686.0	12702.0	11793.0	10195.0	5054.0	7753.0	6570.0	10493.0	5402.0	8904.0	5654.0	6233.0	7513.0	10939.0	6815.0	6773.0	9134.0	10056.0	9781.0	9998.0	11155.0	12017.0	8468.0	8085.0	10853.0	8234.0	12480.0	7954.0	6506.0	4021.0	4008.0	8286.0	6035.0	8279.0	10265.0	9572.0	9479.0	7502.0	9335.0	8067.0	7211.0	11810.0	9489.0	12189.0	10186.0	12801.0	8883.0	10890.0	7068.0	4654.0	9738.0	7168.0	11233.0	7314.0	3972.0	6634.0	11106.0	8081.0	12405.0	2936.0	10578.0	9497.0	6583.0	8274.0	10256.0	5360.0	8263.0	9866.0	8510.0	6996.0	4170.0	8015.0	9115.0	9656.0	8223.0	5916.0	8715.0	10450.0	6507.0	6749.0	12138.0	10234.0	12596.0	8529.0	12108.0	9925.0	12156.0	9469.0	8949.0	7759.0	9718.0	9831.0	10544.0	9608.0	8818.0	7224.0	2511.0	6746.0	4443.0	5303.0	3713.0	10395.0	6397.0	8269.0	7249.0	8575.0	3853.0	3295.0	8007.0
d__Bacteria;p__Cyanobacteria	789.0	170.0	2532.0	1498.0	2067.0	1993.0	2051.0	404.0	1192.0	2894.0	1979.0	1239.0	140.0	2100.0	821.0	83.0	413.0	198.0	29.0	229.0	313.0	135.0	137.0	54.0	59.0	368.0	561.0	169.0	967.0	266.0	465.0	305.0	282.0	275.0	259.0	172.0	277.0	371.0	280.0	16894.0	3016.0	896.0	1150.0	1181.0	1963.0	727.0	1496.0	2043.0	581.0	695.0	117.0	242.0	670.0	216.0	280.0	140.0	1005.0	55.0	1349.0	112.0	30.0	0.0	725.0	108.0	104.0	456.0	1922.0	2806.0	4142.0	449.0	2239.0	297.0	301.0	377.0	637.0	263.0	1170.0	275.0	451.0	349.0	445.0	452.0	582.0	790.0	584.0	352.0	312.0	235.0	569.0	999.0	1417.0	827.0	645.0	236.0	385.0	1007.0	410.0	1305.0	1015.0	338.0	582.0	200.0	411.0	295.0	321.0	923.0	529.0	428.0	427.0	780.0	447.0	77.0	143.0	860.0	163.0	320.0	175.0	361.0	186.0	229.0	257.0	555.0	427.0	763.0	957.0	217.0	253.0	513.0	120.0	481.0	1442.0	375.0	1797.0	1063.0	673.0	500.0	382.0	678.0	869.0	816.0	242.0	832.0	153.0	185.0	544.0	385.0	424.0	926.0	592.0	741.0	83.0	294.0	238.0	0.0	1250.0	219.0	200.0	435.0	263.0	363.0	187.0	2036.0	232.0	407.0	454.0	250.0	169.0	688.0	236.0	112.0	741.0	203.0	467.0	184.0	77.0	266.0	328.0	0.0	14.0	24.0	45.0	30.0	0.0	7.0	6.0	4.0	0.0	0.0	61.0	290.0	4834.0	997.0	279.0	418.0	385.0	0.0	0.0	33.0	11.0	17.0	53.0	0.0	58.0	0.0	49.0	4.0	12.0	0.0	3.0	1558.0	2094.0	118.0	185.0	1507.0	1970.0	618.0	709.0	647.0	876.0	511.0	282.0	200.0	77.0	465.0	0.0	42.0	335.0	245.0	81.0	87.0	102.0	129.0	194.0	552.0	299.0	279.0	317.0	65.0	243.0	109.0	86.0	129.0	98.0	342.0	112.0	448.0	697.0	1191.0	518.0	453.0	181.0	2261.0	982.0	1036.0	523.0	1228.0	89.0	533.0	1883.0	1989.0	1563.0	1415.0	19.0	30.0	127.0	167.0	17.0	410.0	1127.0	743.0	1743.0	1092.0	910.0	1313.0	1183.0	1264.0	1063.0	1108.0	246.0	1024.0	1113.0	1047.0	12.0	35.0	18.0	17.0	0.0	15.0	36.0	16.0	0.0	0.0	11.0	813.0	1080.0	1375.0	1643.0	1434.0	2408.0	101.0	283.0	445.0	131.0	132.0	102.0	133.0
d__Bacteria;p__Actinobacteriota	15931.0	5783.0	29965.0	31560.0	33413.0	21856.0	22102.0	12182.0	32705.0	26616.0	15226.0	12616.0	13427.0	15199.0	20798.0	5412.0	31890.0	42156.0	21727.0	12651.0	15053.0	7237.0	16100.0	4091.0	15298.0	13462.0	20624.0	14973.0	15440.0	32048.0	32310.0	31100.0	28879.0	28734.0	21288.0	31216.0	25721.0	32354.0	25115.0	42186.0	31487.0	6222.0	17706.0	12693.0	18444.0	10849.0	10845.0	13832.0	17783.0	48536.0	37275.0	17316.0	50277.0	28475.0	22240.0	35733.0	27003.0	3676.0	30613.0	28006.0	21807.0	25921.0	33977.0	29372.0	48737.0	49824.0	34250.0	15567.0	35858.0	23836.0	34843.0	20976.0	26244.0	26885.0	33816.0	14517.0	16427.0	22861.0	15732.0	16120.0	12821.0	18803.0	13416.0	19529.0	12717.0	11519.0	9277.0	8492.0	13555.0	33649.0	20065.0	19809.0	24483.0	10650.0	13519.0	16299.0	19247.0	40979.0	15559.0	9715.0	24988.0	14308.0	21179.0	14170.0	15827.0	16450.0	15352.0	13641.0	11214.0	16771.0	17223.0	19421.0	14430.0	15672.0	12938.0	19781.0	13352.0	14633.0	16786.0	15270.0	18133.0	38637.0	23483.0	21612.0	22124.0	10635.0	18312.0	15165.0	17882.0	25335.0	14220.0	6709.0	19955.0	14534.0	19896.0	13107.0	15586.0	18487.0	16757.0	9706.0	11865.0	17433.0	14697.0	17691.0	12099.0	15674.0	11222.0	19717.0	15397.0	15309.0	9028.0	12484.0	15074.0	4749.0	34705.0	14417.0	12416.0	19246.0	13025.0	18943.0	11227.0	37233.0	17039.0	17130.0	15065.0	11060.0	13778.0	11216.0	15669.0	36948.0	14566.0	9453.0	21533.0	3923.0	5548.0	7067.0	10239.0	9385.0	29231.0	8981.0	8026.0	19531.0	10969.0	11107.0	16278.0	13044.0	20938.0	8962.0	6583.0	18266.0	17707.0	19007.0	10263.0	11395.0	17861.0	11316.0	4356.0	7233.0	14010.0	16355.0	13019.0	4912.0	10762.0	8416.0	13275.0	9005.0	10802.0	3516.0	5340.0	18326.0	28026.0	20595.0	24327.0	30451.0	22631.0	17872.0	24164.0	19711.0	24602.0	20098.0	14851.0	9802.0	7312.0	15418.0	14245.0	12031.0	7790.0	11416.0	12410.0	20013.0	11611.0	12502.0	13475.0	17549.0	15882.0	15432.0	20871.0	12943.0	18152.0	12930.0	17882.0	15186.0	18222.0	18334.0	15720.0	10273.0	8369.0	15462.0	12477.0	15424.0	13085.0	8715.0	7920.0	12270.0	8744.0	14281.0	2675.0	9512.0	10145.0	15082.0	8882.0	26037.0	11458.0	20238.0	21415.0	27328.0	19633.0	7298.0	13964.0	8602.0	12952.0	10224.0	8191.0	11243.0	11795.0	8803.0	7600.0	14604.0	10862.0	12919.0	11785.0	12003.0	15419.0	22861.0	18208.0	15750.0	9830.0	15039.0	17333.0	23407.0	17839.0	16798.0	11682.0	12051.0	23756.0	24739.0	26589.0	18390.0	33132.0	21078.0	27224.0	29929.0	27627.0	16562.0	11157.0	25354.0
