,,accuracy,accuracy,Loss,Loss
,,pH,crop,pH,crop
method,fold,,,,
M,fold1,0.8491115284610664,0.6333333333333333,0.2563140392303467,0.39861399105096584
M,fold1,0.8503556164511303,0.6333333333333333,0.26784566044807434,0.37462677378643766
S,fold1,0.8503657189574152,,0.2515205442905426,
R,fold1,0.8453472289939137,,0.24354332982335763,
X,fold1,0.7825401956481226,,0.2992951273918152,
S,fold1,0.8388467129795297,,0.24808579148466178,
S,fold1,,0.7,,0.5630024737167594
R,fold1,,0.6666666666666666,,0.522347662469243
X,fold1,,0.7833333333333333,,0.7361463932892504
M,fold2,0.8298410458856054,0.7666666666666667,0.28190121054649353,0.5964285714285714
M,fold2,0.8288305439753291,0.6,0.2850034534931183,0.3402097902097902
S,fold2,0.8262077618294756,,0.26088106632232666,
R,fold2,0.8396383210302051,,0.25359165788072946,
X,fold2,0.7990162051116746,,0.26350659132003784,
S,fold2,0.844530385202843,,0.25076333213078267,
S,fold2,,0.8333333333333334,,0.7813023855577048
R,fold2,,0.8,,0.7512657555210748
X,fold2,,0.75,,0.7056180767464609
M,fold3,0.8150204732845073,0.7333333333333333,0.2649536728858948,0.4132617382617383
M,fold3,0.809514319602659,0.7833333333333333,0.2553662657737732,0.48873106060606064
S,fold3,0.8226039029156065,,0.25431233644485474,
R,fold3,0.7744562504556366,,0.25832167477406187,
X,fold3,0.7770853580266837,,0.2516983151435852,
S,fold3,0.8277021715659815,,0.23032091491864445,
S,fold3,,0.9166666666666666,,0.8985569985569986
R,fold3,,0.8833333333333333,,0.7121626180836708
X,fold3,,0.8666666666666667,,0.8238163300663301
M,fold4,0.9261254997752268,0.7333333333333333,0.18605656921863556,0.4516112457972922
M,fold4,0.9232758585099714,0.6833333333333333,0.17845001816749573,0.4005912786400591
S,fold4,0.9277805784099403,,0.17022080719470978,
R,fold4,0.8844592271897305,,0.227689983430575,
X,fold4,0.8434543661252181,,0.26425647735595703,
S,fold4,0.9272284332518944,,0.19591731922098665,
S,fold4,,0.85,,0.7571819425444596
R,fold4,,0.7833333333333333,,0.6365336832407381
X,fold4,,0.8,,0.6006106321839081
M,fold5,0.7244595095738231,0.8305084745762712,0.3157276213169098,0.5299292887886862
M,fold5,0.7296220224199931,0.7457627118644068,0.3045424222946167,0.4531890590030125
S,fold5,0.7274671846732101,,0.29996931552886963,
R,fold5,0.7009813496060103,,0.3211084723349842,
X,fold5,0.6742206407490176,,0.3271986246109009,
S,fold5,0.7381137203609445,,0.31076111387437577,
S,fold5,,0.8305084745762712,,0.6277472527472527
R,fold5,,0.7627118644067796,,0.48758753501400554
X,fold5,,0.847457627118644,,0.6847639149468417
